id,item_id,dept_id,cat_id,store_id,state_id,total_sales,mean_daily_sales,std_daily_sales,max_daily_sales,pct_zero_days
HOBBIES_1_013_CA_1_evaluation,HOBBIES_1_013,HOBBIES_1,HOBBIES,CA_1,CA,506,0.2606903657908295,0.5661272737761914,4,79.28902627511592
HOBBIES_1_014_CA_1_evaluation,HOBBIES_1_014,HOBBIES_1,HOBBIES,CA_1,CA,2441,1.257599175682638,1.56816612100893,15,44.152498712004125
HOBBIES_1_015_CA_1_evaluation,HOBBIES_1_015,HOBBIES_1,HOBBIES,CA_1,CA,11673,6.013910355486862,7.321660341747559,83,19.83513652756311
HOBBIES_1_016_CA_1_evaluation,HOBBIES_1_016,HOBBIES_1,HOBBIES,CA_1,CA,10723,5.524471921689851,7.726123666210365,90,20.607934054611025
HOBBIES_1_017_CA_1_evaluation,HOBBIES_1_017,HOBBIES_1,HOBBIES,CA_1,CA,2054,1.0582174137042761,1.4654568740470033,14,49.92272024729521
HOBBIES_1_018_CA_1_evaluation,HOBBIES_1_018,HOBBIES_1,HOBBIES,CA_1,CA,91,0.04688304997424008,0.23449732754694208,3,95.77537351880474
HOBBIES_1_019_CA_1_evaluation,HOBBIES_1_019,HOBBIES_1,HOBBIES,CA_1,CA,9246,4.763523956723338,7.627212645784637,64,51.31375579598145
HOBBIES_1_020_CA_1_evaluation,HOBBIES_1_020,HOBBIES_1,HOBBIES,CA_1,CA,617,0.31787738279237504,0.6119493833800436,4,74.65224111282845
HOBBIES_1_021_CA_1_evaluation,HOBBIES_1_021,HOBBIES_1,HOBBIES,CA_1,CA,1296,0.6676970633693973,1.062368482843942,11,60.07212776919114
HOBBIES_1_022_CA_1_evaluation,HOBBIES_1_022,HOBBIES_1,HOBBIES,CA_1,CA,657,0.3384853168469861,0.6243451579579925,5,73.15816589386914
HOBBIES_1_023_CA_1_evaluation,HOBBIES_1_023,HOBBIES_1,HOBBIES,CA_1,CA,2189,1.1277691911385883,1.3955683964608339,8,46.419371458011334
HOBBIES_1_024_CA_1_evaluation,HOBBIES_1_024,HOBBIES_1,HOBBIES,CA_1,CA,472,0.2431736218444101,0.5976176516320525,5,82.27717671303452
HOBBIES_1_025_CA_1_evaluation,HOBBIES_1_025,HOBBIES_1,HOBBIES,CA_1,CA,922,0.4750128799587841,0.9208887707635951,6,70.94281298299846
HOBBIES_1_026_CA_1_evaluation,HOBBIES_1_026,HOBBIES_1,HOBBIES,CA_1,CA,26,0.013395157135497167,0.12769853957271435,3,98.76352395672335
HOBBIES_1_027_CA_1_evaluation,HOBBIES_1_027,HOBBIES_1,HOBBIES,CA_1,CA,383,0.19732096857290057,0.5621708810069492,6,85.9866048428645
HOBBIES_1_028_CA_1_evaluation,HOBBIES_1_028,HOBBIES_1,HOBBIES,CA_1,CA,1367,0.7042761463163318,0.9737022587047177,5,55.69294178258629
HOBBIES_1_029_CA_1_evaluation,HOBBIES_1_029,HOBBIES_1,HOBBIES,CA_1,CA,2854,1.4703760947964966,1.4945455743133171,11,32.766615146831526
HOBBIES_1_030_CA_1_evaluation,HOBBIES_1_030,HOBBIES_1,HOBBIES,CA_1,CA,5732,2.95311695002576,4.766939946831601,52,48.11952601751675
HOBBIES_1_031_CA_1_evaluation,HOBBIES_1_031,HOBBIES_1,HOBBIES,CA_1,CA,675,0.34775888717156106,0.6083155309905481,4,71.25193199381762
HOBBIES_1_032_CA_1_evaluation,HOBBIES_1_032,HOBBIES_1,HOBBIES,CA_1,CA,10796,5.5620814013395155,8.54257963177051,72,36.26996393611541
HOBBIES_1_033_CA_1_evaluation,HOBBIES_1_033,HOBBIES_1,HOBBIES,CA_1,CA,328,0.1689850592478104,0.46989366011024636,4,86.5533230293663
HOBBIES_1_034_CA_1_evaluation,HOBBIES_1_034,HOBBIES_1,HOBBIES,CA_1,CA,937,0.48274085522926324,0.8573324727944568,9,68.16074188562597
HOBBIES_1_035_CA_1_evaluation,HOBBIES_1_035,HOBBIES_1,HOBBIES,CA_1,CA,269,0.13858835651725915,0.4096465171137778,4,88.15043791859866
HOBBIES_1_036_CA_1_evaluation,HOBBIES_1_036,HOBBIES_1,HOBBIES,CA_1,CA,1253,0.6455435342606903,1.1627336262494743,12,64.14219474497682
HOBBIES_1_037_CA_1_evaluation,HOBBIES_1_037,HOBBIES_1,HOBBIES,CA_1,CA,1464,0.7542503863987635,1.0078970599306953,6,53.8382277176713
HOBBIES_1_038_CA_1_evaluation,HOBBIES_1_038,HOBBIES_1,HOBBIES,CA_1,CA,774,0.3987635239567233,0.6692468228313857,4,68.93353941267388
HOBBIES_1_039_CA_1_evaluation,HOBBIES_1_039,HOBBIES_1,HOBBIES,CA_1,CA,198,0.10200927357032458,0.35002183183038416,3,91.19010819165379
HOBBIES_1_040_CA_1_evaluation,HOBBIES_1_040,HOBBIES_1,HOBBIES,CA_1,CA,1182,0.6089644513137558,0.9789658030587859,6,63.88459556929418
HOBBIES_1_041_CA_1_evaluation,HOBBIES_1_041,HOBBIES_1,HOBBIES,CA_1,CA,590,0.3039670273055126,0.5956477275169596,3,75.63111798042246
HOBBIES_1_042_CA_1_evaluation,HOBBIES_1_042,HOBBIES_1,HOBBIES,CA_1,CA,998,0.5141679546625451,0.9019014721433043,7,67.284904688305
HOBBIES_1_043_CA_1_evaluation,HOBBIES_1_043,HOBBIES_1,HOBBIES,CA_1,CA,6336,3.2642967542503865,5.111604306963507,58,35.7032457496136
HOBBIES_1_044_CA_1_evaluation,HOBBIES_1_044,HOBBIES_1,HOBBIES,CA_1,CA,1835,0.9453889747552808,1.1812137662282265,9,45.38897475528078
HOBBIES_1_045_CA_1_evaluation,HOBBIES_1_045,HOBBIES_1,HOBBIES,CA_1,CA,253,0.13034518289541475,0.4673925329633442,5,91.03554868624421
HOBBIES_1_046_CA_1_evaluation,HOBBIES_1_046,HOBBIES_1,HOBBIES,CA_1,CA,356,0.18341061308603812,0.5297466765730764,6,86.75940236991242
HOBBIES_1_047_CA_1_evaluation,HOBBIES_1_047,HOBBIES_1,HOBBIES,CA_1,CA,2266,1.1674394641937145,1.8915171918426106,21,52.7047913446677
HOBBIES_1_048_CA_1_evaluation,HOBBIES_1_048,HOBBIES_1,HOBBIES,CA_1,CA,14320,7.377640391550747,9.747618623381289,67,38.17619783616693
HOBBIES_1_049_CA_1_evaluation,HOBBIES_1_049,HOBBIES_1,HOBBIES,CA_1,CA,601,0.30963420917053064,0.6077423531350991,4,75.63111798042246
HOBBIES_1_050_CA_1_evaluation,HOBBIES_1_050,HOBBIES_1,HOBBIES,CA_1,CA,1811,0.9330242143225141,1.058147932385593,7,42.503863987635235
HOBBIES_1_051_CA_1_evaluation,HOBBIES_1_051,HOBBIES_1,HOBBIES,CA_1,CA,269,0.13858835651725915,0.3994585026778132,4,87.94435857805254
HOBBIES_1_052_CA_1_evaluation,HOBBIES_1_052,HOBBIES_1,HOBBIES,CA_1,CA,127,0.06543019062339,0.2859318359906542,5,94.07521895929933
HOBBIES_1_053_CA_1_evaluation,HOBBIES_1_053,HOBBIES_1,HOBBIES,CA_1,CA,165,0.08500772797527048,0.43717851212075354,6,94.79649665121072
HOBBIES_1_054_CA_1_evaluation,HOBBIES_1_054,HOBBIES_1,HOBBIES,CA_1,CA,201,0.1035548686244204,0.35468852856552435,4,90.98402885110768
HOBBIES_1_055_CA_1_evaluation,HOBBIES_1_055,HOBBIES_1,HOBBIES,CA_1,CA,3279,1.6893353941267388,1.741642181161692,11,32.560535806285415
HOBBIES_1_056_CA_1_evaluation,HOBBIES_1_056,HOBBIES_1,HOBBIES,CA_1,CA,1604,0.8263781555899021,1.4689802086454244,12,64.8634724368882
HOBBIES_1_057_CA_1_evaluation,HOBBIES_1_057,HOBBIES_1,HOBBIES,CA_1,CA,1227,0.6321483771251932,0.9892138389651239,7,61.514683153013905
HOBBIES_1_058_CA_1_evaluation,HOBBIES_1_058,HOBBIES_1,HOBBIES,CA_1,CA,860,0.44307058217413703,0.7673661099452743,6,67.90314270994332
HOBBIES_1_060_CA_1_evaluation,HOBBIES_1_060,HOBBIES_1,HOBBIES,CA_1,CA,369,0.1901081916537867,0.4830192679698876,3,84.54404945904173
HOBBIES_1_061_CA_1_evaluation,HOBBIES_1_061,HOBBIES_1,HOBBIES,CA_1,CA,586,0.3019062339000515,0.6376003711974769,6,76.71303451828955
HOBBIES_1_062_CA_1_evaluation,HOBBIES_1_062,HOBBIES_1,HOBBIES,CA_1,CA,121,0.062339000515198355,0.30575535550960414,3,95.41473467284905
HOBBIES_1_063_CA_1_evaluation,HOBBIES_1_063,HOBBIES_1,HOBBIES,CA_1,CA,346,0.17825862957238536,0.44728415922918013,4,84.28645028335909
HOBBIES_1_064_CA_1_evaluation,HOBBIES_1_064,HOBBIES_1,HOBBIES,CA_1,CA,2925,1.5069551777434311,1.446122585841905,8,31.272539927872227
HOBBIES_1_065_CA_1_evaluation,HOBBIES_1_065,HOBBIES_1,HOBBIES,CA_1,CA,167,0.08603812467800102,0.3067434046900553,3,92.06594538897475
HOBBIES_1_066_CA_1_evaluation,HOBBIES_1_066,HOBBIES_1,HOBBIES,CA_1,CA,470,0.24214322514167955,1.0680582477076555,25,89.79907264296754
HOBBIES_1_067_CA_1_evaluation,HOBBIES_1_067,HOBBIES_1,HOBBIES,CA_1,CA,10067,5.18650180319423,8.222388303987849,81,35.44564657393096
HOBBIES_1_068_CA_1_evaluation,HOBBIES_1_068,HOBBIES_1,HOBBIES,CA_1,CA,1825,0.9402369912416281,1.18531880750153,7,47.861926841834105
HOBBIES_1_069_CA_1_evaluation,HOBBIES_1_069,HOBBIES_1,HOBBIES,CA_1,CA,742,0.3822771767130345,0.6855956449665989,4,70.94281298299846
HOBBIES_1_070_CA_1_evaluation,HOBBIES_1_070,HOBBIES_1,HOBBIES,CA_1,CA,170,0.08758371973209686,0.31867090003219106,3,92.27202472952087
HOBBIES_1_072_CA_1_evaluation,HOBBIES_1_072,HOBBIES_1,HOBBIES,CA_1,CA,1158,0.5965996908809892,0.9211962626567146,7,60.69036579082947
HOBBIES_1_073_CA_1_evaluation,HOBBIES_1_073,HOBBIES_1,HOBBIES,CA_1,CA,768,0.3956723338485317,0.6396336404739315,3,68.0577022153529
HOBBIES_1_074_CA_1_evaluation,HOBBIES_1_074,HOBBIES_1,HOBBIES,CA_1,CA,3095,1.5945388974755281,1.849837024765528,13,38.94899536321484
HOBBIES_1_075_CA_1_evaluation,HOBBIES_1_075,HOBBIES_1,HOBBIES,CA_1,CA,1129,0.5816589386913962,0.9097069573109797,8,61.92684183410613
HOBBIES_1_076_CA_1_evaluation,HOBBIES_1_076,HOBBIES_1,HOBBIES,CA_1,CA,1149,0.5919629057187017,1.0749440447268839,11,66.82122617207625
HOBBIES_1_077_CA_1_evaluation,HOBBIES_1_077,HOBBIES_1,HOBBIES,CA_1,CA,484,0.24935600206079342,0.5774893229184317,5,81.19526017516743
HOBBIES_1_078_CA_1_evaluation,HOBBIES_1_078,HOBBIES_1,HOBBIES,CA_1,CA,3758,1.9361154044307058,2.0367664251094366,11,31.375579598145286
HOBBIES_1_079_CA_1_evaluation,HOBBIES_1_079,HOBBIES_1,HOBBIES,CA_1,CA,2037,1.0494590417310665,1.3334464014385594,10,43.585780525502315
HOBBIES_1_080_CA_1_evaluation,HOBBIES_1_080,HOBBIES_1,HOBBIES,CA_1,CA,6611,3.405976300875837,6.646211173662731,66,47.08912931478619
HOBBIES_1_081_CA_1_evaluation,HOBBIES_1_081,HOBBIES_1,HOBBIES,CA_1,CA,1122,0.5780525502318392,0.987146930116426,7,66.15146831530139
HOBBIES_1_082_CA_1_evaluation,HOBBIES_1_082,HOBBIES_1,HOBBIES,CA_1,CA,270,0.1391035548686244,0.4188020747787503,4,88.51107676455435
HOBBIES_1_083_CA_1_evaluation,HOBBIES_1_083,HOBBIES_1,HOBBIES,CA_1,CA,392,0.20195775373518804,0.483009926018669,4,83.10149407521897
HOBBIES_1_084_CA_1_evaluation,HOBBIES_1_084,HOBBIES_1,HOBBIES,CA_1,CA,1683,0.8670788253477589,1.0669756612935104,6,48.84080370942813
HOBBIES_1_085_CA_1_evaluation,HOBBIES_1_085,HOBBIES_1,HOBBIES,CA_1,CA,1831,0.9433281813498197,1.3129101944715287,8,53.374549201442555
HOBBIES_1_086_CA_1_evaluation,HOBBIES_1_086,HOBBIES_1,HOBBIES,CA_1,CA,2056,1.0592478104070067,1.1993872945939485,8,41.6795466254508
HOBBIES_1_087_CA_1_evaluation,HOBBIES_1_087,HOBBIES_1,HOBBIES,CA_1,CA,1085,0.5589902112313241,0.8943395240875875,5,64.24523441524987
HOBBIES_1_088_CA_1_evaluation,HOBBIES_1_088,HOBBIES_1,HOBBIES,CA_1,CA,885,0.4559505409582689,0.9882055019016108,8,74.80680061823803
HOBBIES_1_089_CA_1_evaluation,HOBBIES_1_089,HOBBIES_1,HOBBIES,CA_1,CA,3139,1.6172076249356002,1.5954251419217813,11,27.202472952086552
HOBBIES_1_090_CA_1_evaluation,HOBBIES_1_090,HOBBIES_1,HOBBIES,CA_1,CA,3342,1.721792890262751,4.403979756117582,39,73.36424523441525
HOBBIES_1_091_CA_1_evaluation,HOBBIES_1_091,HOBBIES_1,HOBBIES,CA_1,CA,677,0.3487892838742916,1.3864118779498764,24,87.63523956723338
HOBBIES_1_092_CA_1_evaluation,HOBBIES_1_092,HOBBIES_1,HOBBIES,CA_1,CA,438,0.22565687789799072,0.49685372147791435,4,80.68006182380216
HOBBIES_1_093_CA_1_evaluation,HOBBIES_1_093,HOBBIES_1,HOBBIES,CA_1,CA,371,0.19113858835651726,0.4494473013860514,3,83.10149407521897
HOBBIES_1_094_CA_1_evaluation,HOBBIES_1_094,HOBBIES_1,HOBBIES,CA_1,CA,649,0.3343637300360639,0.6921946294593389,5,76.40391550747037
HOBBIES_1_095_CA_1_evaluation,HOBBIES_1_095,HOBBIES_1,HOBBIES,CA_1,CA,267,0.1375579598145286,0.40999366975266216,3,88.4080370942813
HOBBIES_1_097_CA_1_evaluation,HOBBIES_1_097,HOBBIES_1,HOBBIES,CA_1,CA,1101,0.5672333848531684,0.7692158111210748,4,57.39309634209171
HOBBIES_1_098_CA_1_evaluation,HOBBIES_1_098,HOBBIES_1,HOBBIES,CA_1,CA,886,0.4564657393096342,0.7648820104689679,4,67.80010303967026
HOBBIES_1_099_CA_1_evaluation,HOBBIES_1_099,HOBBIES_1,HOBBIES,CA_1,CA,1887,0.9721792890262752,1.3796373127336532,8,55.79598145285936
HOBBIES_1_100_CA_1_evaluation,HOBBIES_1_100,HOBBIES_1,HOBBIES,CA_1,CA,1387,0.7145801133436372,0.9253088607518479,5,52.39567233384853
HOBBIES_1_102_CA_1_evaluation,HOBBIES_1_102,HOBBIES_1,HOBBIES,CA_1,CA,227,0.11695002575991757,0.35633108396191715,2,89.48995363214837
HOBBIES_1_103_CA_1_evaluation,HOBBIES_1_103,HOBBIES_1,HOBBIES,CA_1,CA,8013,4.128284389489954,5.2248296150638796,43,24.420401854714065
HOBBIES_1_104_CA_1_evaluation,HOBBIES_1_104,HOBBIES_1,HOBBIES,CA_1,CA,203,0.10458526532715096,0.34105119126558264,2,90.6749098402885
HOBBIES_1_105_CA_1_evaluation,HOBBIES_1_105,HOBBIES_1,HOBBIES,CA_1,CA,1617,0.8330757341576507,1.0828427624332564,7,49.819680577022154
HOBBIES_1_106_CA_1_evaluation,HOBBIES_1_106,HOBBIES_1,HOBBIES,CA_1,CA,539,0.27769191138588356,0.6814401438393475,7,80.88614116434827
HOBBIES_1_107_CA_1_evaluation,HOBBIES_1_107,HOBBIES_1,HOBBIES,CA_1,CA,146,0.07521895929933024,0.2968302681843683,3,93.30242143225142
HOBBIES_1_108_CA_1_evaluation,HOBBIES_1_108,HOBBIES_1,HOBBIES,CA_1,CA,2103,1.0834621329211747,1.284890021387708,10,41.26738794435858
HOBBIES_1_109_CA_1_evaluation,HOBBIES_1_109,HOBBIES_1,HOBBIES,CA_1,CA,885,0.4559505409582689,0.6912583524754191,4,63.9361154044307
HOBBIES_1_110_CA_1_evaluation,HOBBIES_1_110,HOBBIES_1,HOBBIES,CA_1,CA,368,0.18959299330242144,0.4858798477108167,5,84.18341061308604
HOBBIES_1_111_CA_1_evaluation,HOBBIES_1_111,HOBBIES_1,HOBBIES,CA_1,CA,966,0.49768160741885625,1.1052867120031895,12,72.64296754250387
HOBBIES_1_112_CA_1_evaluation,HOBBIES_1_112,HOBBIES_1,HOBBIES,CA_1,CA,203,0.10458526532715096,0.3658314625754502,4,91.24162802679031
HOBBIES_1_113_CA_1_evaluation,HOBBIES_1_113,HOBBIES_1,HOBBIES,CA_1,CA,191,0.09840288511076764,0.3997713468985121,8,92.27202472952087
HOBBIES_1_114_CA_1_evaluation,HOBBIES_1_114,HOBBIES_1,HOBBIES,CA_1,CA,411,0.2117465224111283,0.5361588821211519,6,83.3590932509016
HOBBIES_1_115_CA_1_evaluation,HOBBIES_1_115,HOBBIES_1,HOBBIES,CA_1,CA,970,0.49974240082431737,1.48168448341673,26,79.85574446161773
HOBBIES_1_116_CA_1_evaluation,HOBBIES_1_116,HOBBIES_1,HOBBIES,CA_1,CA,559,0.2879958784131891,0.6633134256539551,6,80.06182380216383
HOBBIES_1_117_CA_1_evaluation,HOBBIES_1_117,HOBBIES_1,HOBBIES,CA_1,CA,394,0.2029881504379186,0.45848948324693883,3,82.01957753735188
HOBBIES_1_118_CA_1_evaluation,HOBBIES_1_118,HOBBIES_1,HOBBIES,CA_1,CA,306,0.15765069551777433,0.4033341767067684,3,85.62596599690882
HOBBIES_1_119_CA_1_evaluation,HOBBIES_1_119,HOBBIES_1,HOBBIES,CA_1,CA,846,0.43585780525502316,1.2021928051821218,15,80.370942812983
HOBBIES_1_120_CA_1_evaluation,HOBBIES_1_120,HOBBIES_1,HOBBIES,CA_1,CA,645,0.3323029366306028,0.649441802833026,5,75.11591962905719
HOBBIES_1_121_CA_1_evaluation,HOBBIES_1_121,HOBBIES_1,HOBBIES,CA_1,CA,727,0.3745492014425554,1.3941629126365873,24,86.60484286450283
HOBBIES_1_122_CA_1_evaluation,HOBBIES_1_122,HOBBIES_1,HOBBIES,CA_1,CA,1155,0.5950540958268934,1.38953780493539,21,74.13704276146316
HOBBIES_1_123_CA_1_evaluation,HOBBIES_1_123,HOBBIES_1,HOBBIES,CA_1,CA,1045,0.538382277176713,0.9254517034452734,7,66.9242658423493
HOBBIES_1_124_CA_1_evaluation,HOBBIES_1_124,HOBBIES_1,HOBBIES,CA_1,CA,1398,0.7202472952086554,1.3582981520301622,9,67.64554353426068
HOBBIES_1_125_CA_1_evaluation,HOBBIES_1_125,HOBBIES_1,HOBBIES,CA_1,CA,261,0.13446676970633695,0.5115382611653636,6,91.13858835651726
HOBBIES_1_126_CA_1_evaluation,HOBBIES_1_126,HOBBIES_1,HOBBIES,CA_1,CA,742,0.3822771767130345,0.7955149699588365,6,76.04327666151468
HOBBIES_1_127_CA_1_evaluation,HOBBIES_1_127,HOBBIES_1,HOBBIES,CA_1,CA,1235,0.6362699639361155,1.3396052758074244,13,71.50953116950026
HOBBIES_1_128_CA_1_evaluation,HOBBIES_1_128,HOBBIES_1,HOBBIES,CA_1,CA,418,0.21535291087068523,0.5274448645494952,4,82.94693456980937
HOBBIES_1_129_CA_1_evaluation,HOBBIES_1_129,HOBBIES_1,HOBBIES,CA_1,CA,1212,0.624420401854714,0.8979920565449245,6,58.47501287995879
HOBBIES_1_130_CA_1_evaluation,HOBBIES_1_130,HOBBIES_1,HOBBIES,CA_1,CA,2043,1.052550231839258,1.4510100368089516,13,49.61360123647604
HOBBIES_1_131_CA_1_evaluation,HOBBIES_1_131,HOBBIES_1,HOBBIES,CA_1,CA,1429,0.7362184441009789,2.0890706791817584,24,77.3827923750644
HOBBIES_1_132_CA_1_evaluation,HOBBIES_1_132,HOBBIES_1,HOBBIES,CA_1,CA,2005,1.0329726944873776,1.3227081308276056,7,48.37712519319938
HOBBIES_1_133_CA_1_evaluation,HOBBIES_1_133,HOBBIES_1,HOBBIES,CA_1,CA,576,0.29675425038639874,0.5906141861108234,4,76.30087583719732
HOBBIES_1_134_CA_1_evaluation,HOBBIES_1_134,HOBBIES_1,HOBBIES,CA_1,CA,8063,4.154044307058218,3.7787156262034927,26,19.88665636269964
HOBBIES_1_135_CA_1_evaluation,HOBBIES_1_135,HOBBIES_1,HOBBIES,CA_1,CA,203,0.10458526532715096,0.3514664877094075,3,90.93250901597115
HOBBIES_1_136_CA_1_evaluation,HOBBIES_1_136,HOBBIES_1,HOBBIES,CA_1,CA,127,0.06543019062339,0.26342409608883544,3,93.81761978361669
HOBBIES_1_137_CA_1_evaluation,HOBBIES_1_137,HOBBIES_1,HOBBIES,CA_1,CA,1161,0.598145285935085,0.9187926701105268,6,61.41164348274085
HOBBIES_1_138_CA_1_evaluation,HOBBIES_1_138,HOBBIES_1,HOBBIES,CA_1,CA,218,0.11231324059763009,0.37538626066134995,3,90.6749098402885
HOBBIES_1_139_CA_1_evaluation,HOBBIES_1_139,HOBBIES_1,HOBBIES,CA_1,CA,771,0.3972179289026275,0.9843559881435965,12,78.56774858320453
HOBBIES_1_140_CA_1_evaluation,HOBBIES_1_140,HOBBIES_1,HOBBIES,CA_1,CA,689,0.35497166409067493,1.3409925279590527,17,88.82019577537352
HOBBIES_1_141_CA_1_evaluation,HOBBIES_1_141,HOBBIES_1,HOBBIES,CA_1,CA,1980,1.0200927357032457,1.3966575953297613,8,53.01391035548686
HOBBIES_1_142_CA_1_evaluation,HOBBIES_1_142,HOBBIES_1,HOBBIES,CA_1,CA,2724,1.4034003091190108,2.350872941000713,24,53.88974755280783
HOBBIES_1_143_CA_1_evaluation,HOBBIES_1_143,HOBBIES_1,HOBBIES,CA_1,CA,796,0.4100978876867594,0.7567529000790958,6,70.53065430190624
HOBBIES_1_144_CA_1_evaluation,HOBBIES_1_144,HOBBIES_1,HOBBIES,CA_1,CA,1784,0.9191138588356518,1.0337680549653487,7,44.04945904173106
HOBBIES_1_145_CA_1_evaluation,HOBBIES_1_145,HOBBIES_1,HOBBIES,CA_1,CA,1314,0.6769706336939721,2.009823964563832,30,77.0221535291087
HOBBIES_1_146_CA_1_evaluation,HOBBIES_1_146,HOBBIES_1,HOBBIES,CA_1,CA,981,0.5054095826893354,0.8800242372258752,7,66.20298815043792
HOBBIES_1_147_CA_1_evaluation,HOBBIES_1_147,HOBBIES_1,HOBBIES,CA_1,CA,8173,4.210716125708398,3.8234354960654913,28,20.14425553838228
HOBBIES_1_148_CA_1_evaluation,HOBBIES_1_148,HOBBIES_1,HOBBIES,CA_1,CA,2281,1.1751674394641938,1.4773653866314815,9,49.40752189592993
HOBBIES_1_149_CA_1_evaluation,HOBBIES_1_149,HOBBIES_1,HOBBIES,CA_1,CA,1448,0.7460072127769191,1.0195870394500142,6,54.86862442040186
HOBBIES_1_150_CA_1_evaluation,HOBBIES_1_150,HOBBIES_1,HOBBIES,CA_1,CA,3541,1.824317362184441,2.871190751595555,20,48.63472436888202
HOBBIES_1_151_CA_1_evaluation,HOBBIES_1_151,HOBBIES_1,HOBBIES,CA_1,CA,1370,0.7058217413704276,0.8693724498923766,6,50.90159711488923
HOBBIES_1_152_CA_1_evaluation,HOBBIES_1_152,HOBBIES_1,HOBBIES,CA_1,CA,577,0.29726944873776406,0.6738951987028734,5,79.44358578052551
HOBBIES_1_153_CA_1_evaluation,HOBBIES_1_153,HOBBIES_1,HOBBIES,CA_1,CA,2424,1.248840803709428,1.5648130305605967,10,45.28593508500773
HOBBIES_1_154_CA_1_evaluation,HOBBIES_1_154,HOBBIES_1,HOBBIES,CA_1,CA,2176,1.1210716125708398,1.469341181972247,9,48.84080370942813
HOBBIES_1_155_CA_1_evaluation,HOBBIES_1_155,HOBBIES_1,HOBBIES,CA_1,CA,2961,1.525502318392581,2.0227948329573215,12,51.15919629057187
HOBBIES_1_156_CA_1_evaluation,HOBBIES_1_156,HOBBIES_1,HOBBIES,CA_1,CA,579,0.2982998454404946,0.9517695197349675,15,84.59556929417826
HOBBIES_1_157_CA_1_evaluation,HOBBIES_1_157,HOBBIES_1,HOBBIES,CA_1,CA,1365,0.7032457496136012,0.8834938230001702,5,51.51983513652756
HOBBIES_1_158_CA_1_evaluation,HOBBIES_1_158,HOBBIES_1,HOBBIES,CA_1,CA,2161,1.1133436373003607,2.3334876374747067,14,76.4554353426069
HOBBIES_1_159_CA_1_evaluation,HOBBIES_1_159,HOBBIES_1,HOBBIES,CA_1,CA,2162,1.1138588356517258,1.5340606876407161,11,48.37712519319938
HOBBIES_1_160_CA_1_evaluation,HOBBIES_1_160,HOBBIES_1,HOBBIES,CA_1,CA,743,0.3827923750643998,0.6470259570065579,4,69.9124162802679
HOBBIES_1_161_CA_1_evaluation,HOBBIES_1_161,HOBBIES_1,HOBBIES,CA_1,CA,659,0.33951571354971666,1.2697201078901623,15,87.17156105100463
HOBBIES_1_162_CA_1_evaluation,HOBBIES_1_162,HOBBIES_1,HOBBIES,CA_1,CA,264,0.13601236476043277,0.45059508177446894,5,89.64451313755795
HOBBIES_1_163_CA_1_evaluation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_1,CA,660,0.3400309119010819,0.6369927083831994,4,73.98248325605358
HOBBIES_1_164_CA_1_evaluation,HOBBIES_1_164,HOBBIES_1,HOBBIES,CA_1,CA,1947,1.0030911901081916,1.1110381156445073,7,41.6795466254508
HOBBIES_1_165_CA_1_evaluation,HOBBIES_1_165,HOBBIES_1,HOBBIES,CA_1,CA,502,0.2586295723853684,0.5902208192601882,4,80.16486347243689
