series_id,date,horizon,actual,pred,sq_err,hist_mean,ratio_actual_to_hist
FOODS_3_547_WI_2_evaluation,2016-05-10,16,55.0,10.35653,1993.0394136409,21.478829064296917,2.5606610041616977
FOODS_3_723_CA_3_evaluation,2016-04-27,3,65.0,20.43713,1985.8493826369004,23.40825927861997,2.7767976775346135
FOODS_3_090_TX_2_evaluation,2016-05-02,8,92.0,47.69422,1963.0021414084,62.465237846314686,1.4728191738635603
FOODS_3_007_WI_2_evaluation,2016-05-06,12,7.0,51.153,1949.4874089999998,27.19289074751699,0.25742022299115724
FOODS_3_498_WI_2_evaluation,2016-05-12,18,58.0,13.8864,1946.00970496,18.058024046001044,3.2118685772181217
FOODS_3_801_WI_2_evaluation,2016-05-11,17,55.0,10.89819,1944.9696452761,4.558808154730789,12.064556816878799
FOODS_3_234_WI_3_evaluation,2016-05-15,21,61.0,17.22224,1916.4922706176,22.259278619968637,2.7404302287351463
FOODS_3_752_WI_2_evaluation,2016-05-02,8,73.0,29.26976,1912.3338904575996,18.30266596968113,3.9884899894324963
FOODS_3_376_WI_2_evaluation,2016-05-08,14,9.0,52.67359,1907.3824634880998,21.995295347621536,0.4091784110083894
FOODS_3_234_TX_3_evaluation,2016-05-11,17,48.0,4.47579,1894.3568561240997,9.95504443282802,4.821676118462507
FOODS_3_711_WI_2_evaluation,2016-05-10,16,55.0,11.72031,1873.1315664961003,22.065865133298484,2.492537667014119
FOODS_3_090_CA_2_evaluation,2016-05-06,12,101.0,57.86253,1860.8413180009,29.3617354939885,3.43985116345315
FOODS_1_004_WI_2_evaluation,2016-05-03,9,43.0,0.08398,1841.7847726404002,9.779926816518557,4.396760917205623
HOBBIES_1_169_CA_1_evaluation,2016-05-06,12,50.0,7.21214,1830.8009633796003,4.774699424986932,10.471863367637399
FOODS_3_711_WI_2_evaluation,2016-05-11,17,60.0,17.39642,1815.0650288164002,22.065865133298484,2.719132000379039
FOODS_3_090_WI_3_evaluation,2016-05-13,19,111.0,68.52121,1804.4475998641003,63.478306325143755,1.7486288848263254
FOODS_3_007_CA_2_evaluation,2016-05-14,20,49.0,6.53615,1803.1785568225,4.1029796131730265,11.942540451012869
FOODS_3_120_TX_2_evaluation,2016-04-27,3,44.0,1.69944,1789.3373763135999,5.826450601150026,7.551767450206352
FOODS_3_090_CA_3_evaluation,2016-04-25,1,133.0,90.72496,1787.1790070016004,130.94720334553057,1.0156765215447383
FOODS_2_326_WI_2_evaluation,2016-05-05,11,0.0,42.18047,1779.1920494209,17.143753267119706,0.0
FOODS_3_086_WI_3_evaluation,2016-05-21,27,79.0,36.85909,1775.8562956280998,12.615263983272348,6.262255003522148
FOODS_3_007_WI_3_evaluation,2016-04-27,3,50.0,7.89928,1772.4706245184002,11.878724516466283,4.2092061256820985
FOODS_3_090_WI_3_evaluation,2016-05-22,28,114.0,71.90397,1772.0757417609,63.478306325143755,1.7958891249567666
HOBBIES_1_234_CA_3_evaluation,2016-05-09,15,65.0,22.93892,1769.1344507664003,15.547307893361213,4.180788111088696
FOODS_3_070_WI_2_evaluation,2016-05-15,21,0.0,42.0035,1764.2940122500002,14.411918452692106,0.0
FOODS_3_090_TX_3_evaluation,2016-04-25,1,93.0,51.00005,1763.9958000025,60.03868269733403,1.5490013408327092
FOODS_3_444_WI_2_evaluation,2016-05-04,10,42.0,0.02856,1761.6017756736,9.070047046523785,4.630626476860123
FOODS_3_580_CA_3_evaluation,2016-05-11,17,47.0,5.41967,1728.9238429089003,12.957658128593831,3.627198644505406
HOBBIES_1_016_TX_1_evaluation,2016-05-16,22,45.0,3.57941,1715.6652759480999,1.9445896497647674,23.141129032258064
FOODS_2_360_WI_2_evaluation,2016-05-04,10,81.0,39.78934,1698.3184976355997,25.11395713538944,3.2252981703890264
FOODS_3_090_WI_3_evaluation,2016-05-07,13,140.0,98.79246,1698.0613528515996,63.478306325143755,2.205477872753924
FOODS_3_816_WI_2_evaluation,2016-05-16,22,47.0,5.79973,1697.4622480729004,13.104025091479352,3.586684218924525
FOODS_1_004_WI_2_evaluation,2016-05-05,11,41.0,0.12561,1670.7157578720999,9.779926816518557,4.192260409428617
HOUSEHOLD_1_204_CA_4_evaluation,2016-05-21,27,43.0,2.62521,1630.1236675440998,1.4411918452692107,29.836416394631843
FOODS_3_816_WI_2_evaluation,2016-05-11,17,50.0,9.88983,1608.8257374288996,13.104025091479352,3.815621509494176
FOODS_3_444_WI_2_evaluation,2016-05-17,23,40.0,0.03718,1597.0269823524,9.070047046523785,4.410120454152499
FOODS_1_004_WI_2_evaluation,2016-04-29,5,40.0,0.0423,1596.6177892900002,9.779926816518557,4.0900101555401145
FOODS_1_004_WI_2_evaluation,2016-04-30,6,40.0,0.06892,1594.4911499664001,9.779926816518557,4.0900101555401145
FOODS_3_070_TX_1_evaluation,2016-05-20,26,43.0,3.09264,1592.5973821695998,4.879769994772609,8.811890733797537
FOODS_3_804_TX_2_evaluation,2016-05-12,18,58.0,18.0929,1592.57663041,12.959749085206482,4.475395288802839
FOODS_3_444_TX_3_evaluation,2016-05-07,13,40.0,0.09715,1592.2374381225,7.686356508102457,5.204026115342764
FOODS_3_007_WI_3_evaluation,2016-05-10,16,48.0,8.22391,1582.1373356880997,11.878724516466283,4.040837880654815
HOBBIES_1_091_TX_1_evaluation,2016-05-21,27,40.0,0.27903,1577.7554577409,0.07370622059592263,542.6950354609929
FOODS_3_801_WI_2_evaluation,2016-05-10,16,47.0,7.3829,1569.5146124100002,4.558808154730789,10.309712188969156
FOODS_3_120_TX_3_evaluation,2016-05-15,21,70.0,30.47862,1561.9394771044,8.730266596968113,8.018082749535957
HOBBIES_1_008_CA_1_evaluation,2016-05-12,18,47.0,7.50426,1559.9134781475998,7.229482488238369,6.50115690527838
FOODS_3_090_TX_3_evaluation,2016-05-20,26,88.0,48.83667,1533.7664166889,60.03868269733403,1.4657216988524562
FOODS_3_681_CA_3_evaluation,2016-05-22,28,78.0,39.12947,1510.9181024809002,29.031364349189754,2.686749374291013
FOODS_3_711_WI_2_evaluation,2016-05-17,23,50.0,11.20796,1504.8223673616,22.065865133298484,2.2659433336491994
FOODS_3_070_WI_2_evaluation,2016-05-14,20,0.0,38.70072,1497.7457285183998,14.411918452692106,0.0
FOODS_3_469_WI_3_evaluation,2016-05-12,18,46.0,7.32306,1495.9056877636,5.657083115525353,8.131399002032897
FOODS_3_811_TX_2_evaluation,2016-05-18,24,55.0,16.32822,1495.5065683684,16.927861996863566,3.2490813080937526
HOBBIES_1_370_WI_1_evaluation,2016-05-17,23,43.0,4.55952,1477.6705026304,6.320961840041819,6.8027621567978835
HOUSEHOLD_1_293_CA_3_evaluation,2016-05-19,25,39.0,0.74441,1463.4901662480997,0.7109252483010977,54.85808823529412
FOODS_3_811_WI_2_evaluation,2016-05-08,14,87.0,48.95072,1447.7477085184003,15.441191845269211,5.6342801042689326
FOODS_3_566_CA_1_evaluation,2016-05-20,26,43.0,5.02638,1441.9958159043997,3.223209618400418,13.340739539409666
FOODS_3_444_CA_1_evaluation,2016-05-15,21,38.0,0.03106,1441.6404047236003,5.405645582854156,7.029687651097572
FOODS_3_444_CA_1_evaluation,2016-05-22,28,38.0,0.03244,1441.5356123535998,5.405645582854156,7.029687651097572
FOODS_3_412_CA_2_evaluation,2016-04-25,1,41.0,3.26979,1423.5687466441,3.0836382645060114,13.295982369893203
FOODS_3_234_WI_3_evaluation,2016-05-10,16,48.0,10.33237,1418.8503498169002,22.259278619968637,2.156404114414541
FOODS_3_454_WI_2_evaluation,2016-05-08,14,52.0,14.4846,1407.40523716,13.026659696811292,3.9918138041733546
FOODS_3_007_WI_2_evaluation,2016-05-09,15,88.0,50.48975,1407.0188550625,27.19289074751699,3.236139946174548
FOODS_3_362_CA_3_evaluation,2016-04-30,6,0.0,37.47958,1404.7189169764,16.66701515943544,0.0
FOODS_2_013_WI_2_evaluation,2016-05-04,10,65.0,27.586,1399.8073960000002,4.028750653423941,16.13403399506942
HOBBIES_1_209_TX_1_evaluation,2016-05-01,7,40.0,2.74022,1388.2912056484,2.173549398849974,18.403078403078403
FOODS_3_811_WI_2_evaluation,2016-05-22,28,66.0,28.81582,1382.6632422723999,15.441191845269211,4.274281458410914
FOODS_3_752_WI_3_evaluation,2016-05-10,16,46.0,8.84561,1380.4486962721,15.578149503397805,2.952853931076138
FOODS_3_711_CA_3_evaluation,2016-05-04,10,46.0,8.8986,1376.51388196,19.423418714061683,2.368275156767231
HOBBIES_1_341_CA_1_evaluation,2016-05-03,9,40.0,2.99606,1369.2915755236,7.397804495556717,5.407009609949124
FOODS_3_090_TX_2_evaluation,2016-05-14,20,90.0,53.00228,1368.8312851984,62.465237846314686,1.4408013657360916
FOODS_3_711_CA_1_evaluation,2016-05-19,25,40.0,3.0584,1364.68181056,8.41453214845792,4.753680810088837
HOBBIES_1_030_WI_3_evaluation,2016-05-09,15,39.0,2.09655,1361.8646219025,1.512807109252483,25.779889426399446
FOODS_3_809_WI_2_evaluation,2016-05-05,11,45.0,8.33973,1343.9753964728998,5.2629377940407736,8.550357568533968
HOBBIES_1_261_CA_1_evaluation,2016-05-21,27,47.0,10.4177,1338.2646732900002,5.2665969681129114,8.924168734491316
HOUSEHOLD_1_441_CA_3_evaluation,2016-05-04,10,46.0,9.46701,1334.6593583401,0.9827496079456352,46.80744680851064
FOODS_3_090_CA_1_evaluation,2016-05-07,13,104.0,67.48435,1333.3926949224995,66.49398849973863,1.5640511623153541
FOODS_3_566_CA_1_evaluation,2016-04-27,3,41.0,4.49358,1332.7187012164,3.223209618400418,12.720240025948751
FOODS_3_362_CA_3_evaluation,2016-05-02,8,0.0,36.45974,1329.3126408675998,16.66701515943544,0.0
HOUSEHOLD_1_459_WI_2_evaluation,2016-05-03,9,61.0,24.75727,1313.5354778529002,15.411918452692106,3.9579757826544113
FOODS_3_090_CA_1_evaluation,2016-05-06,12,89.0,52.84961,1306.8506971521,66.49398849973863,1.3384668600583318
FOODS_3_811_TX_2_evaluation,2016-05-15,21,63.0,26.92063,1301.7209395968998,16.927861996863566,3.7216749529073896
FOODS_3_462_WI_2_evaluation,2016-05-15,21,67.0,31.02234,1294.3920190756,19.835859905906954,3.377720971907447
FOODS_3_444_WI_2_evaluation,2016-05-22,28,36.0,0.05161,1292.2867435921003,9.070047046523785,3.969108408737249
FOODS_3_809_WI_2_evaluation,2016-05-11,17,44.0,8.05813,1291.8180190969001,5.2629377940407736,8.360349622566547
FOODS_1_004_WI_2_evaluation,2016-05-10,16,36.0,0.19028,1282.3360464783998,9.779926816518557,3.681009139986103
FOODS_3_090_TX_1_evaluation,2016-04-30,6,102.0,66.2356,1279.0923073599997,48.97229482488238,2.082810298450109
FOODS_3_090_CA_4_evaluation,2016-05-14,20,59.0,23.254,1277.7765159999997,27.320439100888656,2.1595553344558396
FOODS_1_043_WI_2_evaluation,2016-05-07,13,36.0,0.27365,1276.3720843224999,7.435964453737585,4.8413356766256594
FOODS_1_110_CA_3_evaluation,2016-05-04,10,36.0,0.33165,1272.2311917224997,7.49189754312598,4.805191180574937
FOODS_3_070_WI_2_evaluation,2016-05-11,17,1.0,36.65069,1270.9716974760997,14.411918452692106,0.06938701487123686
FOODS_3_090_TX_1_evaluation,2016-05-22,28,82.0,46.3574,1270.39493476,48.97229482488238,1.6744161222834208
FOODS_3_501_TX_1_evaluation,2016-05-21,27,42.0,6.37322,1269.2674531683997,6.7401986408782015,6.2312703583061895
HOBBIES_1_015_TX_1_evaluation,2016-05-11,17,38.0,2.48099,1261.6000713801002,2.7820177731312077,13.659150695227357
FOODS_3_681_TX_1_evaluation,2016-05-21,27,19.0,54.51375,1261.2264390625,12.688447464715107,1.497425122564166
FOODS_3_120_CA_3_evaluation,2016-05-08,14,48.0,83.40787,1253.7172579369003,46.41662310507057,1.0341122810969086
FOODS_3_295_TX_1_evaluation,2016-05-21,27,43.0,7.66377,1248.6491506129,7.332984840564558,5.86391502708868
FOODS_3_412_WI_2_evaluation,2016-05-02,8,61.0,25.83999,1236.2263032001,20.525875588081547,2.97185860540926
