series_idx,series_id,target_date,origin_idx,target_day_idx,horizon,item_id,dept_id,cat_id,store_id,state_id,wday,month,year,is_weekend,event_name_1,event_type_1,event_name_2,event_type_2,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_28,rolling_std_28,days_since_last_sale,zero_streak_length,days_since_first_sale,days_since_first_listing,pre_listing,first_price_day_idx,snap,sell_price,recent_avg_price,price_rel_to_recent_avg,price_is_missing,sales
0,HOBBIES_1_001_CA_1_evaluation,2016-05-12,1912,1930,18,1437,3,1,0,0,6,5,2016,0,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1034.0,0,896,0,8.38,8.305,1.0090307,0,0.0
0,HOBBIES_1_001_CA_1_evaluation,2016-05-13,1912,1931,19,1437,3,1,0,0,7,5,2016,0,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1035.0,0,896,0,8.38,8.305,1.0090307,0,2.0
0,HOBBIES_1_001_CA_1_evaluation,2016-05-14,1912,1932,20,1437,3,1,0,0,1,5,2016,1,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1036.0,0,896,0,8.38,8.305,1.0090307,0,4.0
0,HOBBIES_1_001_CA_1_evaluation,2016-05-15,1912,1933,21,1437,3,1,0,0,2,5,2016,1,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1037.0,0,896,0,8.38,8.305,1.0090307,0,0.0
0,HOBBIES_1_001_CA_1_evaluation,2016-05-16,1912,1934,22,1437,3,1,0,0,3,5,2016,0,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1038.0,0,896,0,8.38,8.305,1.0090307,0,0.0
0,HOBBIES_1_001_CA_1_evaluation,2016-05-17,1912,1935,23,1437,3,1,0,0,4,5,2016,0,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1039.0,0,896,0,8.38,8.305,1.0090307,0,0.0
0,HOBBIES_1_001_CA_1_evaluation,2016-05-18,1912,1936,24,1437,3,1,0,0,5,5,2016,0,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1040.0,0,896,0,8.38,8.305,1.0090307,0,0.0
0,HOBBIES_1_001_CA_1_evaluation,2016-05-19,1912,1937,25,1437,3,1,0,0,6,5,2016,0,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1041.0,0,896,0,8.38,8.305,1.0090307,0,3.0
0,HOBBIES_1_001_CA_1_evaluation,2016-05-20,1912,1938,26,1437,3,1,0,0,7,5,2016,0,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1042.0,0,896,0,8.38,8.305,1.0090307,0,3.0
0,HOBBIES_1_001_CA_1_evaluation,2016-05-21,1912,1939,27,1437,3,1,0,0,1,5,2016,1,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1043.0,0,896,0,8.38,8.305,1.0090307,0,0.0
0,HOBBIES_1_001_CA_1_evaluation,2016-05-22,1912,1940,28,1437,3,1,0,0,2,5,2016,1,0,0,0,0,1.0,1.0,0.0,1.0,1.1428572,0.83299315,0.96428573,1.1174635,0.0,0.0,1011.0,1044.0,0,896,0,8.38,8.305,1.0090307,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-04-25,1912,1913,1,2937,6,2,0,0,3,4,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1598.0,0,315,0,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-04-26,1912,1914,2,2937,6,2,0,0,4,4,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1599.0,0,315,0,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-04-27,1912,1915,3,2937,6,2,0,0,5,4,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1600.0,0,315,0,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-04-28,1912,1916,4,2937,6,2,0,0,6,4,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1601.0,0,315,0,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-04-29,1912,1917,5,2937,6,2,0,0,7,4,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1602.0,0,315,0,5.64,5.64,1.0,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-04-30,1912,1918,6,2937,6,2,0,0,1,4,2016,1,22,3,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1603.0,0,315,0,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-01,1912,1919,7,2937,6,2,0,0,2,5,2016,1,21,3,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1604.0,0,315,1,5.64,5.64,1.0,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-02,1912,1920,8,2937,6,2,0,0,3,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1605.0,0,315,1,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-03,1912,1921,9,2937,6,2,0,0,4,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1606.0,0,315,1,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-04,1912,1922,10,2937,6,2,0,0,5,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1607.0,0,315,1,5.64,5.64,1.0,0,2.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-05,1912,1923,11,2937,6,2,0,0,6,5,2016,0,3,1,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1608.0,0,315,1,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-06,1912,1924,12,2937,6,2,0,0,7,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1609.0,0,315,1,5.64,5.64,1.0,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-07,1912,1925,13,2937,6,2,0,0,1,5,2016,1,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1610.0,0,315,1,5.64,5.64,1.0,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-08,1912,1926,14,2937,6,2,0,0,2,5,2016,1,16,1,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1611.0,0,315,1,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-09,1912,1927,15,2937,6,2,0,0,3,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1612.0,0,315,1,5.64,5.64,1.0,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-10,1912,1928,16,2937,6,2,0,0,4,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1613.0,0,315,1,5.64,5.64,1.0,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-11,1912,1929,17,2937,6,2,0,0,5,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1614.0,0,315,0,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-12,1912,1930,18,2937,6,2,0,0,6,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1615.0,0,315,0,5.64,5.64,1.0,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-13,1912,1931,19,2937,6,2,0,0,7,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1616.0,0,315,0,5.64,5.64,1.0,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-14,1912,1932,20,2937,6,2,0,0,1,5,2016,1,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1617.0,0,315,0,5.64,5.64,1.0,0,5.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-15,1912,1933,21,2937,6,2,0,0,2,5,2016,1,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1618.0,0,315,0,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-16,1912,1934,22,2937,6,2,0,0,3,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1619.0,0,315,0,5.64,5.64,1.0,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-17,1912,1935,23,2937,6,2,0,0,4,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1620.0,0,315,0,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-18,1912,1936,24,2937,6,2,0,0,5,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1621.0,0,315,0,5.64,5.64,1.0,0,2.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-19,1912,1937,25,2937,6,2,0,0,6,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1622.0,0,315,0,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-20,1912,1938,26,2937,6,2,0,0,7,5,2016,0,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1623.0,0,315,0,5.64,5.64,1.0,0,1.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-21,1912,1939,27,2937,6,2,0,0,1,5,2016,1,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1624.0,0,315,0,5.64,5.64,1.0,0,0.0
1500,HOUSEHOLD_2_405_CA_1_evaluation,2016-05-22,1912,1940,28,2937,6,2,0,0,2,5,2016,1,0,0,0,0,1.0,0.0,1.0,0.0,0.2857143,0.45175394,0.4642857,0.8652887,0.0,0.0,1591.0,1625.0,0,315,0,5.64,5.64,1.0,0,0.0
20000,FOODS_1_096_TX_3_evaluation,2016-04-25,1912,1913,1,94,0,0,6,1,3,4,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1913.0,0,0,0,6.38,6.38,1.0,0,38.0
20000,FOODS_1_096_TX_3_evaluation,2016-04-26,1912,1914,2,94,0,0,6,1,4,4,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1914.0,0,0,0,6.38,6.38,1.0,0,28.0
20000,FOODS_1_096_TX_3_evaluation,2016-04-27,1912,1915,3,94,0,0,6,1,5,4,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1915.0,0,0,0,6.38,6.38,1.0,0,37.0
20000,FOODS_1_096_TX_3_evaluation,2016-04-28,1912,1916,4,94,0,0,6,1,6,4,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1916.0,0,0,0,6.38,6.38,1.0,0,27.0
20000,FOODS_1_096_TX_3_evaluation,2016-04-29,1912,1917,5,94,0,0,6,1,7,4,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1917.0,0,0,0,6.38,6.38,1.0,0,8.0
20000,FOODS_1_096_TX_3_evaluation,2016-04-30,1912,1918,6,94,0,0,6,1,1,4,2016,1,22,3,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1918.0,0,0,0,6.38,6.38,1.0,0,0.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-01,1912,1919,7,94,0,0,6,1,2,5,2016,1,21,3,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1919.0,0,0,1,6.38,6.38,1.0,0,0.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-02,1912,1920,8,94,0,0,6,1,3,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1920.0,0,0,0,6.38,6.38,1.0,0,17.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-03,1912,1921,9,94,0,0,6,1,4,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1921.0,0,0,1,6.38,6.38,1.0,0,40.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-04,1912,1922,10,94,0,0,6,1,5,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1922.0,0,0,0,6.38,6.38,1.0,0,4.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-05,1912,1923,11,94,0,0,6,1,6,5,2016,0,3,1,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1923.0,0,0,1,6.38,6.38,1.0,0,23.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-06,1912,1924,12,94,0,0,6,1,7,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1924.0,0,0,1,6.38,6.38,1.0,0,20.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-07,1912,1925,13,94,0,0,6,1,1,5,2016,1,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1925.0,0,0,1,6.38,6.38,1.0,0,16.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-08,1912,1926,14,94,0,0,6,1,2,5,2016,1,16,1,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1926.0,0,0,0,6.38,6.38,1.0,0,9.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-09,1912,1927,15,94,0,0,6,1,3,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1927.0,0,0,1,6.38,6.38,1.0,0,22.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-10,1912,1928,16,94,0,0,6,1,4,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1928.0,0,0,0,6.38,6.38,1.0,0,26.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-11,1912,1929,17,94,0,0,6,1,5,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1929.0,0,0,1,6.38,6.38,1.0,0,28.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-12,1912,1930,18,94,0,0,6,1,6,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1930.0,0,0,1,6.38,6.38,1.0,0,17.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-13,1912,1931,19,94,0,0,6,1,7,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1931.0,0,0,1,6.38,6.38,1.0,0,48.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-14,1912,1932,20,94,0,0,6,1,1,5,2016,1,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1932.0,0,0,0,6.38,6.38,1.0,0,23.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-15,1912,1933,21,94,0,0,6,1,2,5,2016,1,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1933.0,0,0,1,6.38,6.38,1.0,0,22.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-16,1912,1934,22,94,0,0,6,1,3,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1934.0,0,0,0,6.38,6.38,1.0,0,33.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-17,1912,1935,23,94,0,0,6,1,4,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1935.0,0,0,0,6.38,6.38,1.0,0,29.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-18,1912,1936,24,94,0,0,6,1,5,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1936.0,0,0,0,6.38,6.38,1.0,0,17.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-19,1912,1937,25,94,0,0,6,1,6,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1937.0,0,0,0,6.38,6.38,1.0,0,53.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-20,1912,1938,26,94,0,0,6,1,7,5,2016,0,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1938.0,0,0,0,6.38,6.38,1.0,0,41.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-21,1912,1939,27,94,0,0,6,1,1,5,2016,1,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1939.0,0,0,0,6.38,6.38,1.0,0,26.0
20000,FOODS_1_096_TX_3_evaluation,2016-05-22,1912,1940,28,94,0,0,6,1,2,5,2016,1,0,0,0,0,10.0,6.0,22.0,24.0,22.571428,13.79293,27.464285,11.140282,0.0,0.0,1912.0,1940.0,0,0,0,6.38,6.38,1.0,0,8.0
