series_idx,series_id,factor
53,HOBBIES_1_054_CA_1_evaluation,0.998845362961179
54,HOBBIES_1_055_CA_1_evaluation,1.000583344561974
55,HOBBIES_1_056_CA_1_evaluation,0.9981003575435131
56,HOBBIES_1_057_CA_1_evaluation,1.0005053504691268
57,HOBBIES_1_058_CA_1_evaluation,0.9999683500792939
58,HOBBIES_1_060_CA_1_evaluation,1.0001054400792664
59,HOBBIES_1_061_CA_1_evaluation,0.9993061006416778
60,HOBBIES_1_062_CA_1_evaluation,1.0004458488374806
61,HOBBIES_1_063_CA_1_evaluation,0.9992640759685965
62,HOBBIES_1_064_CA_1_evaluation,1.0016647757290496
63,HOBBIES_1_065_CA_1_evaluation,0.9998945209378819
64,HOBBIES_1_066_CA_1_evaluation,0.9983989791146586
65,HOBBIES_1_067_CA_1_evaluation,1.0013996966002816
66,HOBBIES_1_068_CA_1_evaluation,0.9980548722210785
67,HOBBIES_1_069_CA_1_evaluation,0.9985748016471402
68,HOBBIES_1_070_CA_1_evaluation,1.0002334567786735
69,HOBBIES_1_072_CA_1_evaluation,1.001006019059723
70,HOBBIES_1_073_CA_1_evaluation,0.9995269939439334
71,HOBBIES_1_074_CA_1_evaluation,0.9968564125569389
72,HOBBIES_1_075_CA_1_evaluation,0.9994708239533351
73,HOBBIES_1_076_CA_1_evaluation,0.9983274302209666
74,HOBBIES_1_077_CA_1_evaluation,1.0015241976517002
75,HOBBIES_1_078_CA_1_evaluation,0.9995992659626879
76,HOBBIES_1_079_CA_1_evaluation,0.9979348337883648
77,HOBBIES_1_080_CA_1_evaluation,0.9989378860060566
78,HOBBIES_1_081_CA_1_evaluation,1.0012449253974676
79,HOBBIES_1_082_CA_1_evaluation,0.9998074130490187
80,HOBBIES_1_083_CA_1_evaluation,1.001266693440653
81,HOBBIES_1_084_CA_1_evaluation,1.0004457532183404
82,HOBBIES_1_085_CA_1_evaluation,1.0018663585452954
83,HOBBIES_1_086_CA_1_evaluation,0.9994622178838656
84,HOBBIES_1_087_CA_1_evaluation,1.0007599112905938
85,HOBBIES_1_088_CA_1_evaluation,1.0005039004464045
86,HOBBIES_1_089_CA_1_evaluation,0.9988851132597353
87,HOBBIES_1_090_CA_1_evaluation,1.0054236080554175
88,HOBBIES_1_091_CA_1_evaluation,1.0038378317850047
89,HOBBIES_1_092_CA_1_evaluation,0.9992602411814202
90,HOBBIES_1_093_CA_1_evaluation,0.9996387866644657
91,HOBBIES_1_094_CA_1_evaluation,0.9983815989665772
92,HOBBIES_1_095_CA_1_evaluation,0.9997069558902414
93,HOBBIES_1_097_CA_1_evaluation,0.9996377275861886
94,HOBBIES_1_098_CA_1_evaluation,1.0000583976425867
95,HOBBIES_1_099_CA_1_evaluation,0.999124061282371
96,HOBBIES_1_100_CA_1_evaluation,0.9996802216738603
97,HOBBIES_1_102_CA_1_evaluation,0.9994569840702862
98,HOBBIES_1_103_CA_1_evaluation,0.9997467873450463
99,HOBBIES_1_104_CA_1_evaluation,0.9995671892626401
100,HOBBIES_1_105_CA_1_evaluation,0.9995927505152901
101,HOBBIES_1_106_CA_1_evaluation,1.0008880781812737
102,HOBBIES_1_107_CA_1_evaluation,1.0000279093873623
103,HOBBIES_1_108_CA_1_evaluation,0.9979026144492297
104,HOBBIES_1_109_CA_1_evaluation,1.0022764869031924
105,HOBBIES_1_110_CA_1_evaluation,0.9996276983303838
106,HOBBIES_1_111_CA_1_evaluation,0.9997236751245597
107,HOBBIES_1_112_CA_1_evaluation,1.0005718403592279
108,HOBBIES_1_113_CA_1_evaluation,1.000184206480153
109,HOBBIES_1_114_CA_1_evaluation,0.999163661886859
110,HOBBIES_1_115_CA_1_evaluation,0.9970101899318562
111,HOBBIES_1_116_CA_1_evaluation,1.0018458286322505
112,HOBBIES_1_117_CA_1_evaluation,0.9990551445850298
113,HOBBIES_1_118_CA_1_evaluation,1.0000761707947137
114,HOBBIES_1_119_CA_1_evaluation,1.0001988160602369
115,HOBBIES_1_120_CA_1_evaluation,1.0011197170698256
116,HOBBIES_1_121_CA_1_evaluation,1.0009477868134908
117,HOBBIES_1_122_CA_1_evaluation,1.0044240098827986
118,HOBBIES_1_123_CA_1_evaluation,1.0008582690126144
119,HOBBIES_1_124_CA_1_evaluation,1.0002131408590167
120,HOBBIES_1_125_CA_1_evaluation,1.0011130182152272
121,HOBBIES_1_126_CA_1_evaluation,1.0020082920311972
122,HOBBIES_1_127_CA_1_evaluation,1.0001366493388084
123,HOBBIES_1_128_CA_1_evaluation,0.9994693074910693
124,HOBBIES_1_129_CA_1_evaluation,0.999175794887355
125,HOBBIES_1_130_CA_1_evaluation,1.0018120276717275
126,HOBBIES_1_131_CA_1_evaluation,0.9980058734485453
127,HOBBIES_1_132_CA_1_evaluation,1.0041977456127291
128,HOBBIES_1_133_CA_1_evaluation,1.0003561840579513
129,HOBBIES_1_134_CA_1_evaluation,1.0027451579198516
130,HOBBIES_1_135_CA_1_evaluation,0.9991833028559732
131,HOBBIES_1_136_CA_1_evaluation,0.9999135561955582
132,HOBBIES_1_137_CA_1_evaluation,1.002302547294827
133,HOBBIES_1_138_CA_1_evaluation,0.9999991362421964
134,HOBBIES_1_139_CA_1_evaluation,0.9970981266119691
135,HOBBIES_1_140_CA_1_evaluation,0.9977284042082717
136,HOBBIES_1_141_CA_1_evaluation,1.000923936005206
137,HOBBIES_1_142_CA_1_evaluation,0.9958273752921397
138,HOBBIES_1_143_CA_1_evaluation,0.9994937538142106
139,HOBBIES_1_144_CA_1_evaluation,1.0007313721719722
140,HOBBIES_1_145_CA_1_evaluation,1.0037309083410513
141,HOBBIES_1_146_CA_1_evaluation,1.0015550347255948
142,HOBBIES_1_147_CA_1_evaluation,1.013909742447419
143,HOBBIES_1_148_CA_1_evaluation,0.9953225519076448
144,HOBBIES_1_149_CA_1_evaluation,0.9990355016013427
145,HOBBIES_1_150_CA_1_evaluation,1.0008167354003172
146,HOBBIES_1_151_CA_1_evaluation,1.0020674154672453
147,HOBBIES_1_152_CA_1_evaluation,0.9995398875677202
148,HOBBIES_1_153_CA_1_evaluation,1.0024357984183632
149,HOBBIES_1_154_CA_1_evaluation,0.9992908796953774
150,HOBBIES_1_155_CA_1_evaluation,0.9974607625318561
151,HOBBIES_1_156_CA_1_evaluation,1.0031260163376625
152,HOBBIES_1_157_CA_1_evaluation,1.0010589831970444
153,HOBBIES_1_158_CA_1_evaluation,0.9980760015295632
154,HOBBIES_1_159_CA_1_evaluation,0.9993786249161482
155,HOBBIES_1_160_CA_1_evaluation,1.0007048409194712
156,HOBBIES_1_161_CA_1_evaluation,1.0019718252045444
157,HOBBIES_1_162_CA_1_evaluation,0.999547882291044
158,HOBBIES_1_163_CA_1_evaluation,1.0005133779808086
159,HOBBIES_1_164_CA_1_evaluation,1.0017370828194918
160,HOBBIES_1_165_CA_1_evaluation,1.000718758097303
161,HOBBIES_1_166_CA_1_evaluation,1.003337266927028
162,HOBBIES_1_167_CA_1_evaluation,1.0005564130837379
163,HOBBIES_1_168_CA_1_evaluation,0.9993419897310083
164,HOBBIES_1_169_CA_1_evaluation,1.0144687067857228
165,HOBBIES_1_170_CA_1_evaluation,1.0005019056875308
166,HOBBIES_1_171_CA_1_evaluation,0.9997414585730242
167,HOBBIES_1_172_CA_1_evaluation,1.001391172672216
168,HOBBIES_1_173_CA_1_evaluation,1.0004253036733208
169,HOBBIES_1_174_CA_1_evaluation,0.9995018432016307
170,HOBBIES_1_175_CA_1_evaluation,0.9994905064064614
171,HOBBIES_1_176_CA_1_evaluation,1.0005351280364678
172,HOBBIES_1_177_CA_1_evaluation,1.000232457940385
173,HOBBIES_1_178_CA_1_evaluation,1.0060955802982692
174,HOBBIES_1_179_CA_1_evaluation,1.0011094971183396
175,HOBBIES_1_180_CA_1_evaluation,1.0009904986238243
176,HOBBIES_1_181_CA_1_evaluation,0.999933647969663
177,HOBBIES_1_183_CA_1_evaluation,0.9998472669845327
178,HOBBIES_1_184_CA_1_evaluation,0.9999764162423308
179,HOBBIES_1_185_CA_1_evaluation,1.0009068142096955
180,HOBBIES_1_186_CA_1_evaluation,1.0013731792101082
181,HOBBIES_1_187_CA_1_evaluation,1.0024288921328623
182,HOBBIES_1_188_CA_1_evaluation,1.0001105071054737
183,HOBBIES_1_189_CA_1_evaluation,1.0303819438774973
184,HOBBIES_1_190_CA_1_evaluation,0.9997292501946622
185,HOBBIES_1_191_CA_1_evaluation,0.999487887089146
186,HOBBIES_1_192_CA_1_evaluation,1.0000560570767476
187,HOBBIES_1_193_CA_1_evaluation,1.0018140851513087
188,HOBBIES_1_194_CA_1_evaluation,1.0047082315809708
189,HOBBIES_1_195_CA_1_evaluation,1.0000024358822832
190,HOBBIES_1_197_CA_1_evaluation,0.9993383455765261
191,HOBBIES_1_198_CA_1_evaluation,0.9985740350508472
192,HOBBIES_1_199_CA_1_evaluation,0.9990652170544821
193,HOBBIES_1_200_CA_1_evaluation,1.000576471088856
194,HOBBIES_1_201_CA_1_evaluation,0.9976110915220641
195,HOBBIES_1_202_CA_1_evaluation,1.0007555491604716
196,HOBBIES_1_203_CA_1_evaluation,0.9999872731271726
197,HOBBIES_1_204_CA_1_evaluation,0.9981554495002704
198,HOBBIES_1_205_CA_1_evaluation,1.0004499985513389
199,HOBBIES_1_206_CA_1_evaluation,1.0018982801202694
200,HOBBIES_1_207_CA_1_evaluation,0.9997408178015034
201,HOBBIES_1_208_CA_1_evaluation,1.0006983080442207
202,HOBBIES_1_209_CA_1_evaluation,1.0004085544479577
203,HOBBIES_1_210_CA_1_evaluation,0.999915653213413
204,HOBBIES_1_211_CA_1_evaluation,0.9972910901546539
205,HOBBIES_1_212_CA_1_evaluation,0.9999163214520548
206,HOBBIES_1_213_CA_1_evaluation,1.0009710182839926
207,HOBBIES_1_214_CA_1_evaluation,1.0006750183631716
208,HOBBIES_1_215_CA_1_evaluation,1.002235680149038
209,HOBBIES_1_216_CA_1_evaluation,0.9971232278131129
210,HOBBIES_1_217_CA_1_evaluation,1.0004192774869531
211,HOBBIES_1_218_CA_1_evaluation,0.9994065430346933
212,HOBBIES_1_219_CA_1_evaluation,1.0009346624935933
213,HOBBIES_1_220_CA_1_evaluation,1.0011368019905063
214,HOBBIES_1_221_CA_1_evaluation,0.9996719924617454
215,HOBBIES_1_223_CA_1_evaluation,0.9953966800988502
216,HOBBIES_1_224_CA_1_evaluation,0.9994419714570684
217,HOBBIES_1_225_CA_1_evaluation,0.9990901027643583
218,HOBBIES_1_226_CA_1_evaluation,0.9981057586388639
219,HOBBIES_1_227_CA_1_evaluation,0.9992182912226819
220,HOBBIES_1_228_CA_1_evaluation,1.0015540321920753
221,HOBBIES_1_229_CA_1_evaluation,0.9998337197710194
222,HOBBIES_1_230_CA_1_evaluation,0.999335628148424
223,HOBBIES_1_231_CA_1_evaluation,0.9995037359226678
224,HOBBIES_1_232_CA_1_evaluation,0.9985134663429442
225,HOBBIES_1_233_CA_1_evaluation,0.9999691675929332
226,HOBBIES_1_234_CA_1_evaluation,0.9980720943839916
227,HOBBIES_1_235_CA_1_evaluation,0.9989985351667066
228,HOBBIES_1_236_CA_1_evaluation,0.9999522690217174
229,HOBBIES_1_237_CA_1_evaluation,1.0007991195335348
230,HOBBIES_1_238_CA_1_evaluation,0.9999375336279598
231,HOBBIES_1_239_CA_1_evaluation,0.9987353677690073
232,HOBBIES_1_240_CA_1_evaluation,1.0011996967271604
233,HOBBIES_1_241_CA_1_evaluation,0.9969548953613961
234,HOBBIES_1_242_CA_1_evaluation,0.9998066742884517
235,HOBBIES_1_243_CA_1_evaluation,0.9993478155569047
236,HOBBIES_1_244_CA_1_evaluation,0.9904219586487859
237,HOBBIES_1_245_CA_1_evaluation,1.000018544830689
238,HOBBIES_1_246_CA_1_evaluation,0.9996448796131467
239,HOBBIES_1_247_CA_1_evaluation,0.9976639000120783
240,HOBBIES_1_248_CA_1_evaluation,0.99572848994996
241,HOBBIES_1_249_CA_1_evaluation,1.0016373804029215
242,HOBBIES_1_250_CA_1_evaluation,0.9998945931578398
243,HOBBIES_1_251_CA_1_evaluation,1.0008118514242272
244,HOBBIES_1_252_CA_1_evaluation,0.9962951469219705
245,HOBBIES_1_253_CA_1_evaluation,0.9988351865886252
246,HOBBIES_1_254_CA_1_evaluation,0.9921671084124831
247,HOBBIES_1_255_CA_1_evaluation,0.9991174232202902
248,HOBBIES_1_256_CA_1_evaluation,0.9993622165202097
249,HOBBIES_1_257_CA_1_evaluation,0.999899713719719
250,HOBBIES_1_258_CA_1_evaluation,1.000679977363846
251,HOBBIES_1_259_CA_1_evaluation,1.000477308550138
252,HOBBIES_1_260_CA_1_evaluation,0.9999821268249092
253,HOBBIES_1_261_CA_1_evaluation,1.0186614880683313
254,HOBBIES_1_262_CA_1_evaluation,0.9993423534048838
255,HOBBIES_1_263_CA_1_evaluation,1.0003640723563374
256,HOBBIES_1_264_CA_1_evaluation,1.0002763993528985
257,HOBBIES_1_265_CA_1_evaluation,0.9995688487561961
258,HOBBIES_1_266_CA_1_evaluation,1.0009397121157473
259,HOBBIES_1_267_CA_1_evaluation,1.0004865031991963
260,HOBBIES_1_268_CA_1_evaluation,1.0181034486729077
261,HOBBIES_1_269_CA_1_evaluation,0.9987080692966752
262,HOBBIES_1_270_CA_1_evaluation,1.0006516614570231
263,HOBBIES_1_271_CA_1_evaluation,0.9994619782338735
264,HOBBIES_1_272_CA_1_evaluation,1.000055178483136
265,HOBBIES_1_273_CA_1_evaluation,0.9996906060575969
266,HOBBIES_1_274_CA_1_evaluation,1.000141666110493
267,HOBBIES_1_275_CA_1_evaluation,1.000378532674864
268,HOBBIES_1_276_CA_1_evaluation,0.9999434280530897
269,HOBBIES_1_277_CA_1_evaluation,1.0027335319481683
270,HOBBIES_1_278_CA_1_evaluation,1.0112405439463457
271,HOBBIES_1_279_CA_1_evaluation,0.9996025896384552
272,HOBBIES_1_280_CA_1_evaluation,1.0002613792881845
273,HOBBIES_1_281_CA_1_evaluation,0.9974055322333505
274,HOBBIES_1_282_CA_1_evaluation,1.0033084267993746
275,HOBBIES_1_283_CA_1_evaluation,1.0008277608764666
276,HOBBIES_1_284_CA_1_evaluation,1.0005031045056705
277,HOBBIES_1_285_CA_1_evaluation,1.0003980649484947
278,HOBBIES_1_286_CA_1_evaluation,1.0014273745869617
279,HOBBIES_1_287_CA_1_evaluation,1.0006663163089602
280,HOBBIES_1_288_CA_1_evaluation,1.0113174520039843
281,HOBBIES_1_289_CA_1_evaluation,0.9997985286810566
282,HOBBIES_1_290_CA_1_evaluation,0.9985759290080474
283,HOBBIES_1_292_CA_1_evaluation,1.0006442238554258
284,HOBBIES_1_293_CA_1_evaluation,1.000898627182639
285,HOBBIES_1_294_CA_1_evaluation,0.9998124526510325
286,HOBBIES_1_295_CA_1_evaluation,1.0025185017600935
287,HOBBIES_1_296_CA_1_evaluation,0.9991408342082854
288,HOBBIES_1_297_CA_1_evaluation,0.9953489482852633
289,HOBBIES_1_298_CA_1_evaluation,0.9993723650398384
290,HOBBIES_1_299_CA_1_evaluation,1.0007602998275802
291,HOBBIES_1_300_CA_1_evaluation,0.9964761987423193
292,HOBBIES_1_301_CA_1_evaluation,1.0016296960212288
293,HOBBIES_1_302_CA_1_evaluation,0.9996653603104508
294,HOBBIES_1_303_CA_1_evaluation,1.0003443020645475
295,HOBBIES_1_304_CA_1_evaluation,0.9999788899734244
296,HOBBIES_1_305_CA_1_evaluation,1.0012855147256647
297,HOBBIES_1_306_CA_1_evaluation,0.9997298820883956
298,HOBBIES_1_307_CA_1_evaluation,0.9999403348157581
299,HOBBIES_1_308_CA_1_evaluation,0.9992288024555085
300,HOBBIES_1_309_CA_1_evaluation,1.003023669957863
301,HOBBIES_1_310_CA_1_evaluation,0.9994800802815554
302,HOBBIES_1_311_CA_1_evaluation,1.0001732431895944
303,HOBBIES_1_312_CA_1_evaluation,1.0007249935376934
304,HOBBIES_1_313_CA_1_evaluation,1.0042987055372326
305,HOBBIES_1_314_CA_1_evaluation,1.0002298444643893
306,HOBBIES_1_315_CA_1_evaluation,0.9995964801221986
307,HOBBIES_1_316_CA_1_evaluation,0.9973695363486855
308,HOBBIES_1_317_CA_1_evaluation,1.0004030099293946
309,HOBBIES_1_318_CA_1_evaluation,1.0001501417757828
310,HOBBIES_1_319_CA_1_evaluation,0.997042765915827
311,HOBBIES_1_320_CA_1_evaluation,1.0013603862172367
312,HOBBIES_1_321_CA_1_evaluation,0.9972518334674386
313,HOBBIES_1_322_CA_1_evaluation,0.9995445624918504
314,HOBBIES_1_323_CA_1_evaluation,1.0012429401382736
315,HOBBIES_1_324_CA_1_evaluation,0.9934838052617733
316,HOBBIES_1_325_CA_1_evaluation,1.0004229312391062
317,HOBBIES_1_326_CA_1_evaluation,0.9992988611077097
318,HOBBIES_1_327_CA_1_evaluation,0.9996006104316812
319,HOBBIES_1_328_CA_1_evaluation,1.0000474228616167
320,HOBBIES_1_329_CA_1_evaluation,1.000847128984636
321,HOBBIES_1_330_CA_1_evaluation,0.9989205379777953
322,HOBBIES_1_331_CA_1_evaluation,0.9991289344980567
323,HOBBIES_1_332_CA_1_evaluation,1.0011220678047703
324,HOBBIES_1_333_CA_1_evaluation,0.9990477243077241
325,HOBBIES_1_334_CA_1_evaluation,0.9990432455596404
326,HOBBIES_1_335_CA_1_evaluation,0.9999841361648413
327,HOBBIES_1_336_CA_1_evaluation,0.999677683605988
328,HOBBIES_1_337_CA_1_evaluation,1.0019925929203704
329,HOBBIES_1_338_CA_1_evaluation,0.9999411699557862
330,HOBBIES_1_339_CA_1_evaluation,1.0048182112204902
331,HOBBIES_1_340_CA_1_evaluation,0.9995556506900015
332,HOBBIES_1_341_CA_1_evaluation,1.002725238768695
333,HOBBIES_1_342_CA_1_evaluation,0.9998136563147852
334,HOBBIES_1_343_CA_1_evaluation,1.0008706525206186
335,HOBBIES_1_344_CA_1_evaluation,0.9976618943833296
336,HOBBIES_1_345_CA_1_evaluation,0.9981431590887326
337,HOBBIES_1_346_CA_1_evaluation,1.0005436318708465
338,HOBBIES_1_347_CA_1_evaluation,0.9988102139201743
339,HOBBIES_1_348_CA_1_evaluation,1.0165982106930485
340,HOBBIES_1_349_CA_1_evaluation,1.0002159076543478
341,HOBBIES_1_350_CA_1_evaluation,0.9997649620451556
342,HOBBIES_1_351_CA_1_evaluation,1.000703672609143
343,HOBBIES_1_352_CA_1_evaluation,0.9998363136165678
344,HOBBIES_1_353_CA_1_evaluation,1.0032022114321772
345,HOBBIES_1_354_CA_1_evaluation,1.0087262872301315
346,HOBBIES_1_355_CA_1_evaluation,0.9984029182011855
347,HOBBIES_1_356_CA_1_evaluation,0.9998491504754191
348,HOBBIES_1_357_CA_1_evaluation,0.999678800618862
349,HOBBIES_1_358_CA_1_evaluation,0.9983492238332154
350,HOBBIES_1_359_CA_1_evaluation,0.9993998526294947
351,HOBBIES_1_360_CA_1_evaluation,0.9996396660142985
352,HOBBIES_1_361_CA_1_evaluation,0.9988894392971437
353,HOBBIES_1_362_CA_1_evaluation,0.999449406724483
354,HOBBIES_1_363_CA_1_evaluation,0.9992893580595659
355,HOBBIES_1_364_CA_1_evaluation,0.997977961679328
356,HOBBIES_1_365_CA_1_evaluation,1.0001457737059507
357,HOBBIES_1_366_CA_1_evaluation,1.0000856972178267
358,HOBBIES_1_367_CA_1_evaluation,1.0010162200633956
359,HOBBIES_1_368_CA_1_evaluation,1.000569671213786
360,HOBBIES_1_369_CA_1_evaluation,1.0068520648951773
361,HOBBIES_1_370_CA_1_evaluation,1.0078386206649654
362,HOBBIES_1_371_CA_1_evaluation,1.004976592591823
363,HOBBIES_1_372_CA_1_evaluation,0.9991496730459625
364,HOBBIES_1_373_CA_1_evaluation,0.9976010465455437
365,HOBBIES_1_374_CA_1_evaluation,1.0016604049938942
366,HOBBIES_1_375_CA_1_evaluation,0.9995767092179991
367,HOBBIES_1_376_CA_1_evaluation,0.9999899214116867
368,HOBBIES_1_377_CA_1_evaluation,1.0001419524302586
369,HOBBIES_1_378_CA_1_evaluation,0.9983654365200378
370,HOBBIES_1_379_CA_1_evaluation,0.9991888290276628
371,HOBBIES_1_380_CA_1_evaluation,1.0057496723395056
372,HOBBIES_1_381_CA_1_evaluation,1.0102461471833757
373,HOBBIES_1_382_CA_1_evaluation,0.9992795611675636
374,HOBBIES_1_383_CA_1_evaluation,1.0002639417224357
375,HOBBIES_1_384_CA_1_evaluation,0.9992862458108048
376,HOBBIES_1_385_CA_1_evaluation,1.0013733325078937
377,HOBBIES_1_386_CA_1_evaluation,1.0007242766267324
378,HOBBIES_1_387_CA_1_evaluation,1.0037541188735024
379,HOBBIES_1_388_CA_1_evaluation,1.00223827424826
380,HOBBIES_1_389_CA_1_evaluation,1.0013326213821123
381,HOBBIES_1_390_CA_1_evaluation,0.9992175819599524
382,HOBBIES_1_391_CA_1_evaluation,1.0018446326349932
383,HOBBIES_1_392_CA_1_evaluation,1.000306967683829
384,HOBBIES_1_393_CA_1_evaluation,0.9996868565086738
385,HOBBIES_1_394_CA_1_evaluation,0.9996049802060143
386,HOBBIES_1_395_CA_1_evaluation,0.9992425621167208
387,HOBBIES_1_396_CA_1_evaluation,0.9995234759269831
388,HOBBIES_1_397_CA_1_evaluation,1.0006232092036975
389,HOBBIES_1_398_CA_1_evaluation,0.9869475368520731
390,HOBBIES_1_399_CA_1_evaluation,1.0007025092652644
391,HOBBIES_1_400_CA_1_evaluation,0.9998988372300128
392,HOBBIES_1_401_CA_1_evaluation,1.0010960572778391
393,HOBBIES_1_402_CA_1_evaluation,0.999671128093615
394,HOBBIES_1_403_CA_1_evaluation,1.0005162566510202
395,HOBBIES_1_404_CA_1_evaluation,1.0104351658277437
396,HOBBIES_1_405_CA_1_evaluation,0.9991766929025657
397,HOBBIES_1_406_CA_1_evaluation,0.9994324534557283
398,HOBBIES_1_407_CA_1_evaluation,0.998687893081628
399,HOBBIES_1_408_CA_1_evaluation,0.9978877148233305
400,HOBBIES_1_409_CA_1_evaluation,1.0000621539700325
401,HOBBIES_1_410_CA_1_evaluation,1.0010606155226076
402,HOBBIES_1_411_CA_1_evaluation,1.0008035987068504
403,HOBBIES_1_412_CA_1_evaluation,1.0004840030400157
404,HOBBIES_1_413_CA_1_evaluation,1.0010151384780588
405,HOBBIES_1_414_CA_1_evaluation,0.9996173961774171
406,HOBBIES_1_415_CA_1_evaluation,0.9993365592040767
407,HOBBIES_1_416_CA_1_evaluation,1.00060214403002
408,HOBBIES_1_417_CA_1_evaluation,0.9972753551944653
409,HOBBIES_1_418_CA_1_evaluation,0.9988367180454085
410,HOBBIES_1_419_CA_1_evaluation,0.9992499663349356
411,HOBBIES_1_420_CA_1_evaluation,0.9991318726322573
412,HOBBIES_1_421_CA_1_evaluation,1.0000336692408658
413,HOBBIES_1_422_CA_1_evaluation,1.0000128638958035
414,HOBBIES_1_423_CA_1_evaluation,1.0005763718661433
415,HOBBIES_1_424_CA_1_evaluation,1.0011029119323056
416,HOBBIES_2_001_CA_1_evaluation,1.000843054999171
417,HOBBIES_2_002_CA_1_evaluation,1.0000501176715941
418,HOBBIES_2_003_CA_1_evaluation,0.9997534637632032
419,HOBBIES_2_004_CA_1_evaluation,1.0004979127392681
420,HOBBIES_2_005_CA_1_evaluation,1.0004467085106947
421,HOBBIES_2_006_CA_1_evaluation,1.0002231946371005
422,HOBBIES_2_007_CA_1_evaluation,0.9995628696477762
423,HOBBIES_2_008_CA_1_evaluation,0.999484737600259
424,HOBBIES_2_009_CA_1_evaluation,0.9994227331516469
425,HOBBIES_2_010_CA_1_evaluation,0.999902916835561
426,HOBBIES_2_011_CA_1_evaluation,0.999428855126613
427,HOBBIES_2_012_CA_1_evaluation,0.9989013818579748
428,HOBBIES_2_013_CA_1_evaluation,0.9997802599321395
429,HOBBIES_2_014_CA_1_evaluation,0.9994647094545336
430,HOBBIES_2_015_CA_1_evaluation,0.9993670098429779
431,HOBBIES_2_016_CA_1_evaluation,0.9998966738938798
432,HOBBIES_2_017_CA_1_evaluation,0.9990943743991082
433,HOBBIES_2_018_CA_1_evaluation,1.0003123049133462
434,HOBBIES_2_019_CA_1_evaluation,1.0001011060132452
435,HOBBIES_2_020_CA_1_evaluation,0.9989351196279094
436,HOBBIES_2_021_CA_1_evaluation,0.9994896392624768
437,HOBBIES_2_022_CA_1_evaluation,1.0016709959603651
