id,item_id,dept_id,cat_id,store_id,state_id,zero_pct
HOBBIES_1_025_CA_1_evaluation,HOBBIES_1_025,HOBBIES_1,HOBBIES,CA_1,CA,70.94281298299846
HOBBIES_1_026_CA_1_evaluation,HOBBIES_1_026,HOBBIES_1,HOBBIES,CA_1,CA,98.76352395672335
HOBBIES_1_027_CA_1_evaluation,HOBBIES_1_027,HOBBIES_1,HOBBIES,CA_1,CA,85.9866048428645
HOBBIES_1_028_CA_1_evaluation,HOBBIES_1_028,HOBBIES_1,HOBBIES,CA_1,CA,55.69294178258629
HOBBIES_1_029_CA_1_evaluation,HOBBIES_1_029,HOBBIES_1,HOBBIES,CA_1,CA,32.766615146831526
HOBBIES_1_030_CA_1_evaluation,HOBBIES_1_030,HOBBIES_1,HOBBIES,CA_1,CA,48.11952601751675
HOBBIES_1_031_CA_1_evaluation,HOBBIES_1_031,HOBBIES_1,HOBBIES,CA_1,CA,71.25193199381762
HOBBIES_1_032_CA_1_evaluation,HOBBIES_1_032,HOBBIES_1,HOBBIES,CA_1,CA,36.26996393611541
HOBBIES_1_033_CA_1_evaluation,HOBBIES_1_033,HOBBIES_1,HOBBIES,CA_1,CA,86.5533230293663
HOBBIES_1_034_CA_1_evaluation,HOBBIES_1_034,HOBBIES_1,HOBBIES,CA_1,CA,68.16074188562597
HOBBIES_1_035_CA_1_evaluation,HOBBIES_1_035,HOBBIES_1,HOBBIES,CA_1,CA,88.15043791859866
HOBBIES_1_036_CA_1_evaluation,HOBBIES_1_036,HOBBIES_1,HOBBIES,CA_1,CA,64.14219474497682
HOBBIES_1_037_CA_1_evaluation,HOBBIES_1_037,HOBBIES_1,HOBBIES,CA_1,CA,53.8382277176713
HOBBIES_1_038_CA_1_evaluation,HOBBIES_1_038,HOBBIES_1,HOBBIES,CA_1,CA,68.93353941267388
HOBBIES_1_039_CA_1_evaluation,HOBBIES_1_039,HOBBIES_1,HOBBIES,CA_1,CA,91.19010819165379
HOBBIES_1_040_CA_1_evaluation,HOBBIES_1_040,HOBBIES_1,HOBBIES,CA_1,CA,63.88459556929418
HOBBIES_1_041_CA_1_evaluation,HOBBIES_1_041,HOBBIES_1,HOBBIES,CA_1,CA,75.63111798042246
HOBBIES_1_042_CA_1_evaluation,HOBBIES_1_042,HOBBIES_1,HOBBIES,CA_1,CA,67.284904688305
HOBBIES_1_043_CA_1_evaluation,HOBBIES_1_043,HOBBIES_1,HOBBIES,CA_1,CA,35.7032457496136
HOBBIES_1_044_CA_1_evaluation,HOBBIES_1_044,HOBBIES_1,HOBBIES,CA_1,CA,45.38897475528078
HOBBIES_1_045_CA_1_evaluation,HOBBIES_1_045,HOBBIES_1,HOBBIES,CA_1,CA,91.03554868624421
HOBBIES_1_046_CA_1_evaluation,HOBBIES_1_046,HOBBIES_1,HOBBIES,CA_1,CA,86.75940236991242
HOBBIES_1_047_CA_1_evaluation,HOBBIES_1_047,HOBBIES_1,HOBBIES,CA_1,CA,52.7047913446677
HOBBIES_1_048_CA_1_evaluation,HOBBIES_1_048,HOBBIES_1,HOBBIES,CA_1,CA,38.17619783616693
HOBBIES_1_049_CA_1_evaluation,HOBBIES_1_049,HOBBIES_1,HOBBIES,CA_1,CA,75.63111798042246
HOBBIES_1_050_CA_1_evaluation,HOBBIES_1_050,HOBBIES_1,HOBBIES,CA_1,CA,42.503863987635235
HOBBIES_1_051_CA_1_evaluation,HOBBIES_1_051,HOBBIES_1,HOBBIES,CA_1,CA,87.94435857805254
HOBBIES_1_052_CA_1_evaluation,HOBBIES_1_052,HOBBIES_1,HOBBIES,CA_1,CA,94.07521895929933
HOBBIES_1_053_CA_1_evaluation,HOBBIES_1_053,HOBBIES_1,HOBBIES,CA_1,CA,94.79649665121072
HOBBIES_1_054_CA_1_evaluation,HOBBIES_1_054,HOBBIES_1,HOBBIES,CA_1,CA,90.98402885110768
HOBBIES_1_055_CA_1_evaluation,HOBBIES_1_055,HOBBIES_1,HOBBIES,CA_1,CA,32.560535806285415
HOBBIES_1_056_CA_1_evaluation,HOBBIES_1_056,HOBBIES_1,HOBBIES,CA_1,CA,64.8634724368882
HOBBIES_1_057_CA_1_evaluation,HOBBIES_1_057,HOBBIES_1,HOBBIES,CA_1,CA,61.514683153013905
HOBBIES_1_058_CA_1_evaluation,HOBBIES_1_058,HOBBIES_1,HOBBIES,CA_1,CA,67.90314270994332
HOBBIES_1_060_CA_1_evaluation,HOBBIES_1_060,HOBBIES_1,HOBBIES,CA_1,CA,84.54404945904173
HOBBIES_1_061_CA_1_evaluation,HOBBIES_1_061,HOBBIES_1,HOBBIES,CA_1,CA,76.71303451828955
HOBBIES_1_062_CA_1_evaluation,HOBBIES_1_062,HOBBIES_1,HOBBIES,CA_1,CA,95.41473467284905
HOBBIES_1_063_CA_1_evaluation,HOBBIES_1_063,HOBBIES_1,HOBBIES,CA_1,CA,84.28645028335909
HOBBIES_1_064_CA_1_evaluation,HOBBIES_1_064,HOBBIES_1,HOBBIES,CA_1,CA,31.272539927872227
HOBBIES_1_065_CA_1_evaluation,HOBBIES_1_065,HOBBIES_1,HOBBIES,CA_1,CA,92.06594538897475
HOBBIES_1_066_CA_1_evaluation,HOBBIES_1_066,HOBBIES_1,HOBBIES,CA_1,CA,89.79907264296754
HOBBIES_1_067_CA_1_evaluation,HOBBIES_1_067,HOBBIES_1,HOBBIES,CA_1,CA,35.44564657393096
HOBBIES_1_068_CA_1_evaluation,HOBBIES_1_068,HOBBIES_1,HOBBIES,CA_1,CA,47.861926841834105
HOBBIES_1_069_CA_1_evaluation,HOBBIES_1_069,HOBBIES_1,HOBBIES,CA_1,CA,70.94281298299846
HOBBIES_1_070_CA_1_evaluation,HOBBIES_1_070,HOBBIES_1,HOBBIES,CA_1,CA,92.27202472952087
HOBBIES_1_072_CA_1_evaluation,HOBBIES_1_072,HOBBIES_1,HOBBIES,CA_1,CA,60.69036579082947
HOBBIES_1_073_CA_1_evaluation,HOBBIES_1_073,HOBBIES_1,HOBBIES,CA_1,CA,68.0577022153529
HOBBIES_1_074_CA_1_evaluation,HOBBIES_1_074,HOBBIES_1,HOBBIES,CA_1,CA,38.94899536321484
HOBBIES_1_075_CA_1_evaluation,HOBBIES_1_075,HOBBIES_1,HOBBIES,CA_1,CA,61.92684183410613
HOBBIES_1_076_CA_1_evaluation,HOBBIES_1_076,HOBBIES_1,HOBBIES,CA_1,CA,66.82122617207625
HOBBIES_1_077_CA_1_evaluation,HOBBIES_1_077,HOBBIES_1,HOBBIES,CA_1,CA,81.19526017516743
HOBBIES_1_078_CA_1_evaluation,HOBBIES_1_078,HOBBIES_1,HOBBIES,CA_1,CA,31.375579598145286
HOBBIES_1_079_CA_1_evaluation,HOBBIES_1_079,HOBBIES_1,HOBBIES,CA_1,CA,43.585780525502315
HOBBIES_1_080_CA_1_evaluation,HOBBIES_1_080,HOBBIES_1,HOBBIES,CA_1,CA,47.08912931478619
HOBBIES_1_081_CA_1_evaluation,HOBBIES_1_081,HOBBIES_1,HOBBIES,CA_1,CA,66.15146831530139
HOBBIES_1_082_CA_1_evaluation,HOBBIES_1_082,HOBBIES_1,HOBBIES,CA_1,CA,88.51107676455435
HOBBIES_1_083_CA_1_evaluation,HOBBIES_1_083,HOBBIES_1,HOBBIES,CA_1,CA,83.10149407521897
HOBBIES_1_084_CA_1_evaluation,HOBBIES_1_084,HOBBIES_1,HOBBIES,CA_1,CA,48.84080370942813
HOBBIES_1_085_CA_1_evaluation,HOBBIES_1_085,HOBBIES_1,HOBBIES,CA_1,CA,53.374549201442555
HOBBIES_1_086_CA_1_evaluation,HOBBIES_1_086,HOBBIES_1,HOBBIES,CA_1,CA,41.6795466254508
HOBBIES_1_087_CA_1_evaluation,HOBBIES_1_087,HOBBIES_1,HOBBIES,CA_1,CA,64.24523441524987
HOBBIES_1_088_CA_1_evaluation,HOBBIES_1_088,HOBBIES_1,HOBBIES,CA_1,CA,74.80680061823803
HOBBIES_1_089_CA_1_evaluation,HOBBIES_1_089,HOBBIES_1,HOBBIES,CA_1,CA,27.202472952086552
HOBBIES_1_090_CA_1_evaluation,HOBBIES_1_090,HOBBIES_1,HOBBIES,CA_1,CA,73.36424523441525
HOBBIES_1_091_CA_1_evaluation,HOBBIES_1_091,HOBBIES_1,HOBBIES,CA_1,CA,87.63523956723338
HOBBIES_1_092_CA_1_evaluation,HOBBIES_1_092,HOBBIES_1,HOBBIES,CA_1,CA,80.68006182380216
HOBBIES_1_093_CA_1_evaluation,HOBBIES_1_093,HOBBIES_1,HOBBIES,CA_1,CA,83.10149407521897
HOBBIES_1_094_CA_1_evaluation,HOBBIES_1_094,HOBBIES_1,HOBBIES,CA_1,CA,76.40391550747037
HOBBIES_1_095_CA_1_evaluation,HOBBIES_1_095,HOBBIES_1,HOBBIES,CA_1,CA,88.4080370942813
HOBBIES_1_097_CA_1_evaluation,HOBBIES_1_097,HOBBIES_1,HOBBIES,CA_1,CA,57.39309634209171
HOBBIES_1_098_CA_1_evaluation,HOBBIES_1_098,HOBBIES_1,HOBBIES,CA_1,CA,67.80010303967026
HOBBIES_1_099_CA_1_evaluation,HOBBIES_1_099,HOBBIES_1,HOBBIES,CA_1,CA,55.79598145285936
HOBBIES_1_100_CA_1_evaluation,HOBBIES_1_100,HOBBIES_1,HOBBIES,CA_1,CA,52.39567233384853
HOBBIES_1_102_CA_1_evaluation,HOBBIES_1_102,HOBBIES_1,HOBBIES,CA_1,CA,89.48995363214837
HOBBIES_1_103_CA_1_evaluation,HOBBIES_1_103,HOBBIES_1,HOBBIES,CA_1,CA,24.420401854714065
HOBBIES_1_104_CA_1_evaluation,HOBBIES_1_104,HOBBIES_1,HOBBIES,CA_1,CA,90.6749098402885
HOBBIES_1_105_CA_1_evaluation,HOBBIES_1_105,HOBBIES_1,HOBBIES,CA_1,CA,49.819680577022154
HOBBIES_1_106_CA_1_evaluation,HOBBIES_1_106,HOBBIES_1,HOBBIES,CA_1,CA,80.88614116434827
HOBBIES_1_107_CA_1_evaluation,HOBBIES_1_107,HOBBIES_1,HOBBIES,CA_1,CA,93.30242143225142
HOBBIES_1_108_CA_1_evaluation,HOBBIES_1_108,HOBBIES_1,HOBBIES,CA_1,CA,41.26738794435858
HOBBIES_1_109_CA_1_evaluation,HOBBIES_1_109,HOBBIES_1,HOBBIES,CA_1,CA,63.9361154044307
HOBBIES_1_110_CA_1_evaluation,HOBBIES_1_110,HOBBIES_1,HOBBIES,CA_1,CA,84.18341061308604
HOBBIES_1_111_CA_1_evaluation,HOBBIES_1_111,HOBBIES_1,HOBBIES,CA_1,CA,72.64296754250387
HOBBIES_1_112_CA_1_evaluation,HOBBIES_1_112,HOBBIES_1,HOBBIES,CA_1,CA,91.24162802679031
HOBBIES_1_113_CA_1_evaluation,HOBBIES_1_113,HOBBIES_1,HOBBIES,CA_1,CA,92.27202472952087
HOBBIES_1_114_CA_1_evaluation,HOBBIES_1_114,HOBBIES_1,HOBBIES,CA_1,CA,83.3590932509016
HOBBIES_1_115_CA_1_evaluation,HOBBIES_1_115,HOBBIES_1,HOBBIES,CA_1,CA,79.85574446161773
HOBBIES_1_116_CA_1_evaluation,HOBBIES_1_116,HOBBIES_1,HOBBIES,CA_1,CA,80.06182380216383
HOBBIES_1_117_CA_1_evaluation,HOBBIES_1_117,HOBBIES_1,HOBBIES,CA_1,CA,82.01957753735188
HOBBIES_1_118_CA_1_evaluation,HOBBIES_1_118,HOBBIES_1,HOBBIES,CA_1,CA,85.62596599690882
HOBBIES_1_119_CA_1_evaluation,HOBBIES_1_119,HOBBIES_1,HOBBIES,CA_1,CA,80.370942812983
HOBBIES_1_120_CA_1_evaluation,HOBBIES_1_120,HOBBIES_1,HOBBIES,CA_1,CA,75.11591962905719
HOBBIES_1_121_CA_1_evaluation,HOBBIES_1_121,HOBBIES_1,HOBBIES,CA_1,CA,86.60484286450283
HOBBIES_1_122_CA_1_evaluation,HOBBIES_1_122,HOBBIES_1,HOBBIES,CA_1,CA,74.13704276146316
HOBBIES_1_123_CA_1_evaluation,HOBBIES_1_123,HOBBIES_1,HOBBIES,CA_1,CA,66.9242658423493
HOBBIES_1_124_CA_1_evaluation,HOBBIES_1_124,HOBBIES_1,HOBBIES,CA_1,CA,67.64554353426068
HOBBIES_1_125_CA_1_evaluation,HOBBIES_1_125,HOBBIES_1,HOBBIES,CA_1,CA,91.13858835651726
HOBBIES_1_126_CA_1_evaluation,HOBBIES_1_126,HOBBIES_1,HOBBIES,CA_1,CA,76.04327666151468
HOBBIES_1_127_CA_1_evaluation,HOBBIES_1_127,HOBBIES_1,HOBBIES,CA_1,CA,71.50953116950026
HOBBIES_1_128_CA_1_evaluation,HOBBIES_1_128,HOBBIES_1,HOBBIES,CA_1,CA,82.94693456980937
HOBBIES_1_129_CA_1_evaluation,HOBBIES_1_129,HOBBIES_1,HOBBIES,CA_1,CA,58.47501287995879
HOBBIES_1_130_CA_1_evaluation,HOBBIES_1_130,HOBBIES_1,HOBBIES,CA_1,CA,49.61360123647604
HOBBIES_1_131_CA_1_evaluation,HOBBIES_1_131,HOBBIES_1,HOBBIES,CA_1,CA,77.3827923750644
HOBBIES_1_132_CA_1_evaluation,HOBBIES_1_132,HOBBIES_1,HOBBIES,CA_1,CA,48.37712519319938
HOBBIES_1_133_CA_1_evaluation,HOBBIES_1_133,HOBBIES_1,HOBBIES,CA_1,CA,76.30087583719732
HOBBIES_1_134_CA_1_evaluation,HOBBIES_1_134,HOBBIES_1,HOBBIES,CA_1,CA,19.88665636269964
HOBBIES_1_135_CA_1_evaluation,HOBBIES_1_135,HOBBIES_1,HOBBIES,CA_1,CA,90.93250901597115
HOBBIES_1_136_CA_1_evaluation,HOBBIES_1_136,HOBBIES_1,HOBBIES,CA_1,CA,93.81761978361669
HOBBIES_1_137_CA_1_evaluation,HOBBIES_1_137,HOBBIES_1,HOBBIES,CA_1,CA,61.41164348274085
HOBBIES_1_138_CA_1_evaluation,HOBBIES_1_138,HOBBIES_1,HOBBIES,CA_1,CA,90.6749098402885
HOBBIES_1_139_CA_1_evaluation,HOBBIES_1_139,HOBBIES_1,HOBBIES,CA_1,CA,78.56774858320453
HOBBIES_1_140_CA_1_evaluation,HOBBIES_1_140,HOBBIES_1,HOBBIES,CA_1,CA,88.82019577537352
HOBBIES_1_141_CA_1_evaluation,HOBBIES_1_141,HOBBIES_1,HOBBIES,CA_1,CA,53.01391035548686
HOBBIES_1_142_CA_1_evaluation,HOBBIES_1_142,HOBBIES_1,HOBBIES,CA_1,CA,53.88974755280783
HOBBIES_1_143_CA_1_evaluation,HOBBIES_1_143,HOBBIES_1,HOBBIES,CA_1,CA,70.53065430190624
HOBBIES_1_144_CA_1_evaluation,HOBBIES_1_144,HOBBIES_1,HOBBIES,CA_1,CA,44.04945904173106
HOBBIES_1_145_CA_1_evaluation,HOBBIES_1_145,HOBBIES_1,HOBBIES,CA_1,CA,77.0221535291087
HOBBIES_1_146_CA_1_evaluation,HOBBIES_1_146,HOBBIES_1,HOBBIES,CA_1,CA,66.20298815043792
HOBBIES_1_147_CA_1_evaluation,HOBBIES_1_147,HOBBIES_1,HOBBIES,CA_1,CA,20.14425553838228
HOBBIES_1_148_CA_1_evaluation,HOBBIES_1_148,HOBBIES_1,HOBBIES,CA_1,CA,49.40752189592993
HOBBIES_1_149_CA_1_evaluation,HOBBIES_1_149,HOBBIES_1,HOBBIES,CA_1,CA,54.86862442040186
HOBBIES_1_150_CA_1_evaluation,HOBBIES_1_150,HOBBIES_1,HOBBIES,CA_1,CA,48.63472436888202
HOBBIES_1_151_CA_1_evaluation,HOBBIES_1_151,HOBBIES_1,HOBBIES,CA_1,CA,50.90159711488923
HOBBIES_1_152_CA_1_evaluation,HOBBIES_1_152,HOBBIES_1,HOBBIES,CA_1,CA,79.44358578052551
HOBBIES_1_153_CA_1_evaluation,HOBBIES_1_153,HOBBIES_1,HOBBIES,CA_1,CA,45.28593508500773
HOBBIES_1_154_CA_1_evaluation,HOBBIES_1_154,HOBBIES_1,HOBBIES,CA_1,CA,48.84080370942813
HOBBIES_1_155_CA_1_evaluation,HOBBIES_1_155,HOBBIES_1,HOBBIES,CA_1,CA,51.15919629057187
HOBBIES_1_156_CA_1_evaluation,HOBBIES_1_156,HOBBIES_1,HOBBIES,CA_1,CA,84.59556929417826
HOBBIES_1_157_CA_1_evaluation,HOBBIES_1_157,HOBBIES_1,HOBBIES,CA_1,CA,51.51983513652756
HOBBIES_1_158_CA_1_evaluation,HOBBIES_1_158,HOBBIES_1,HOBBIES,CA_1,CA,76.4554353426069
HOBBIES_1_159_CA_1_evaluation,HOBBIES_1_159,HOBBIES_1,HOBBIES,CA_1,CA,48.37712519319938
HOBBIES_1_160_CA_1_evaluation,HOBBIES_1_160,HOBBIES_1,HOBBIES,CA_1,CA,69.9124162802679
HOBBIES_1_161_CA_1_evaluation,HOBBIES_1_161,HOBBIES_1,HOBBIES,CA_1,CA,87.17156105100463
HOBBIES_1_162_CA_1_evaluation,HOBBIES_1_162,HOBBIES_1,HOBBIES,CA_1,CA,89.64451313755795
HOBBIES_1_163_CA_1_evaluation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_1,CA,73.98248325605358
HOBBIES_1_164_CA_1_evaluation,HOBBIES_1_164,HOBBIES_1,HOBBIES,CA_1,CA,41.6795466254508
HOBBIES_1_165_CA_1_evaluation,HOBBIES_1_165,HOBBIES_1,HOBBIES,CA_1,CA,80.16486347243689
HOBBIES_1_166_CA_1_evaluation,HOBBIES_1_166,HOBBIES_1,HOBBIES,CA_1,CA,57.75373518804739
HOBBIES_1_167_CA_1_evaluation,HOBBIES_1_167,HOBBIES_1,HOBBIES,CA_1,CA,81.34981968057701
HOBBIES_1_168_CA_1_evaluation,HOBBIES_1_168,HOBBIES_1,HOBBIES,CA_1,CA,86.14116434827409
HOBBIES_1_169_CA_1_evaluation,HOBBIES_1_169,HOBBIES_1,HOBBIES,CA_1,CA,43.84337970118495
HOBBIES_1_170_CA_1_evaluation,HOBBIES_1_170,HOBBIES_1,HOBBIES,CA_1,CA,85.83204533745491
HOBBIES_1_171_CA_1_evaluation,HOBBIES_1_171,HOBBIES_1,HOBBIES,CA_1,CA,84.59556929417826
HOBBIES_1_172_CA_1_evaluation,HOBBIES_1_172,HOBBIES_1,HOBBIES,CA_1,CA,55.69294178258629
HOBBIES_1_173_CA_1_evaluation,HOBBIES_1_173,HOBBIES_1,HOBBIES,CA_1,CA,66.97578567748583
HOBBIES_1_174_CA_1_evaluation,HOBBIES_1_174,HOBBIES_1,HOBBIES,CA_1,CA,93.50850077279753
HOBBIES_1_175_CA_1_evaluation,HOBBIES_1_175,HOBBIES_1,HOBBIES,CA_1,CA,84.13189077794951
HOBBIES_1_176_CA_1_evaluation,HOBBIES_1_176,HOBBIES_1,HOBBIES,CA_1,CA,85.83204533745491
HOBBIES_1_177_CA_1_evaluation,HOBBIES_1_177,HOBBIES_1,HOBBIES,CA_1,CA,53.11695002575991
HOBBIES_1_178_CA_1_evaluation,HOBBIES_1_178,HOBBIES_1,HOBBIES,CA_1,CA,23.853683668212263
HOBBIES_1_179_CA_1_evaluation,HOBBIES_1_179,HOBBIES_1,HOBBIES,CA_1,CA,43.94641937145801
HOBBIES_1_180_CA_1_evaluation,HOBBIES_1_180,HOBBIES_1,HOBBIES,CA_1,CA,87.6867594023699
HOBBIES_1_181_CA_1_evaluation,HOBBIES_1_181,HOBBIES_1,HOBBIES,CA_1,CA,94.22977846470891
HOBBIES_1_183_CA_1_evaluation,HOBBIES_1_183,HOBBIES_1,HOBBIES,CA_1,CA,77.69191138588356
HOBBIES_1_184_CA_1_evaluation,HOBBIES_1_184,HOBBIES_1,HOBBIES,CA_1,CA,85.31684698608964
HOBBIES_1_185_CA_1_evaluation,HOBBIES_1_185,HOBBIES_1,HOBBIES,CA_1,CA,75.01287995878413
HOBBIES_1_186_CA_1_evaluation,HOBBIES_1_186,HOBBIES_1,HOBBIES,CA_1,CA,88.51107676455435
HOBBIES_1_187_CA_1_evaluation,HOBBIES_1_187,HOBBIES_1,HOBBIES,CA_1,CA,68.36682122617208
HOBBIES_1_188_CA_1_evaluation,HOBBIES_1_188,HOBBIES_1,HOBBIES,CA_1,CA,90.05667181865019
HOBBIES_1_189_CA_1_evaluation,HOBBIES_1_189,HOBBIES_1,HOBBIES,CA_1,CA,27.04791344667697
HOBBIES_1_190_CA_1_evaluation,HOBBIES_1_190,HOBBIES_1,HOBBIES,CA_1,CA,93.92065945388974
HOBBIES_1_191_CA_1_evaluation,HOBBIES_1_191,HOBBIES_1,HOBBIES,CA_1,CA,94.69345698093767
HOBBIES_1_192_CA_1_evaluation,HOBBIES_1_192,HOBBIES_1,HOBBIES,CA_1,CA,93.19938176197836
HOBBIES_1_193_CA_1_evaluation,HOBBIES_1_193,HOBBIES_1,HOBBIES,CA_1,CA,69.86089644513137
HOBBIES_1_194_CA_1_evaluation,HOBBIES_1_194,HOBBIES_1,HOBBIES,CA_1,CA,37.764039155074705
HOBBIES_1_195_CA_1_evaluation,HOBBIES_1_195,HOBBIES_1,HOBBIES,CA_1,CA,54.404945904173104
HOBBIES_1_197_CA_1_evaluation,HOBBIES_1_197,HOBBIES_1,HOBBIES,CA_1,CA,86.19268418341062
HOBBIES_1_198_CA_1_evaluation,HOBBIES_1_198,HOBBIES_1,HOBBIES,CA_1,CA,60.69036579082947
HOBBIES_1_199_CA_1_evaluation,HOBBIES_1_199,HOBBIES_1,HOBBIES,CA_1,CA,86.3472436888202
HOBBIES_1_200_CA_1_evaluation,HOBBIES_1_200,HOBBIES_1,HOBBIES,CA_1,CA,60.32972694487378
HOBBIES_1_201_CA_1_evaluation,HOBBIES_1_201,HOBBIES_1,HOBBIES,CA_1,CA,31.581658938691398
HOBBIES_1_202_CA_1_evaluation,HOBBIES_1_202,HOBBIES_1,HOBBIES,CA_1,CA,50.79855744461618
HOBBIES_1_203_CA_1_evaluation,HOBBIES_1_203,HOBBIES_1,HOBBIES,CA_1,CA,80.01030396702731
HOBBIES_1_204_CA_1_evaluation,HOBBIES_1_204,HOBBIES_1,HOBBIES,CA_1,CA,87.32612055641422
HOBBIES_1_205_CA_1_evaluation,HOBBIES_1_205,HOBBIES_1,HOBBIES,CA_1,CA,90.72642967542504
HOBBIES_1_206_CA_1_evaluation,HOBBIES_1_206,HOBBIES_1,HOBBIES,CA_1,CA,78.516228748068
HOBBIES_1_207_CA_1_evaluation,HOBBIES_1_207,HOBBIES_1,HOBBIES,CA_1,CA,84.38948995363215
HOBBIES_1_208_CA_1_evaluation,HOBBIES_1_208,HOBBIES_1,HOBBIES,CA_1,CA,63.98763523956723
HOBBIES_1_209_CA_1_evaluation,HOBBIES_1_209,HOBBIES_1,HOBBIES,CA_1,CA,27.97527047913447
HOBBIES_1_210_CA_1_evaluation,HOBBIES_1_210,HOBBIES_1,HOBBIES,CA_1,CA,88.35651725914477
HOBBIES_1_211_CA_1_evaluation,HOBBIES_1_211,HOBBIES_1,HOBBIES,CA_1,CA,79.23750643997938
HOBBIES_1_212_CA_1_evaluation,HOBBIES_1_212,HOBBIES_1,HOBBIES,CA_1,CA,94.0236991241628
HOBBIES_1_213_CA_1_evaluation,HOBBIES_1_213,HOBBIES_1,HOBBIES,CA_1,CA,55.84750128799588
HOBBIES_1_214_CA_1_evaluation,HOBBIES_1_214,HOBBIES_1,HOBBIES,CA_1,CA,89.5414734672849
HOBBIES_1_215_CA_1_evaluation,HOBBIES_1_215,HOBBIES_1,HOBBIES,CA_1,CA,48.016486347243685
HOBBIES_1_216_CA_1_evaluation,HOBBIES_1_216,HOBBIES_1,HOBBIES,CA_1,CA,52.80783101494075
HOBBIES_1_217_CA_1_evaluation,HOBBIES_1_217,HOBBIES_1,HOBBIES,CA_1,CA,90.21123132405975
HOBBIES_1_218_CA_1_evaluation,HOBBIES_1_218,HOBBIES_1,HOBBIES,CA_1,CA,86.81092220504894
HOBBIES_1_219_CA_1_evaluation,HOBBIES_1_219,HOBBIES_1,HOBBIES,CA_1,CA,92.01442555383824
HOBBIES_1_220_CA_1_evaluation,HOBBIES_1_220,HOBBIES_1,HOBBIES,CA_1,CA,77.0221535291087
HOBBIES_1_221_CA_1_evaluation,HOBBIES_1_221,HOBBIES_1,HOBBIES,CA_1,CA,75.63111798042246
HOBBIES_1_223_CA_1_evaluation,HOBBIES_1_223,HOBBIES_1,HOBBIES,CA_1,CA,87.53219989696032
HOBBIES_1_224_CA_1_evaluation,HOBBIES_1_224,HOBBIES_1,HOBBIES,CA_1,CA,84.33797011849562
