id,event_sensitivity_abs_diff,price_sales_corr,cat_id,volume_tier
FOODS_1_128_TX_1_evaluation,-0.12525824062701885,-0.14881506762234645,FOODS,Mid-volume
FOODS_1_131_CA_1_evaluation,-0.019008639968194657,-0.16370753386791378,FOODS,Mid-volume
FOODS_1_136_WI_3_evaluation,-0.04655785654955025,-0.1373461378468965,FOODS,Low-volume
FOODS_1_137_TX_3_evaluation,-0.07182106675564581,0.025862694227095733,FOODS,High-volume
FOODS_1_138_CA_4_evaluation,0.014692205570188244,-0.11374451726923762,FOODS,Mid-volume
FOODS_1_138_TX_3_evaluation,0.09356297521599921,-0.032826995251232796,FOODS,Low-volume
FOODS_1_145_CA_1_evaluation,-0.06329823863918738,,FOODS,High-volume
FOODS_1_156_TX_1_evaluation,0.11502445742845585,-0.018143061377353314,FOODS,Mid-volume
FOODS_1_167_WI_1_evaluation,-0.01726573759202593,-0.2598478428133763,FOODS,Mid-volume
FOODS_1_168_TX_1_evaluation,0.07933578025941201,-0.01895219372764876,FOODS,Mid-volume
FOODS_1_172_CA_4_evaluation,-0.013130337860383201,-0.1734618253781389,FOODS,High-volume
FOODS_1_177_CA_3_evaluation,0.012193217234500286,-0.008723670356766902,FOODS,High-volume
FOODS_1_178_CA_3_evaluation,-0.0391105873332529,-0.04895906821743632,FOODS,High-volume
FOODS_1_178_TX_2_evaluation,0.016442207345037874,-0.0706195614176557,FOODS,Mid-volume
FOODS_1_182_CA_1_evaluation,-0.02513542102983879,-0.004245063179669105,FOODS,Mid-volume
FOODS_1_200_WI_2_evaluation,-0.21055396607907317,,FOODS,High-volume
FOODS_1_209_CA_1_evaluation,-0.09971815387236704,-0.04181419983990203,FOODS,Mid-volume
FOODS_1_209_WI_2_evaluation,-0.12334495268250784,0.005743183312263578,FOODS,Mid-volume
FOODS_1_211_TX_1_evaluation,-0.00946704814102245,0.06851529422391817,FOODS,Low-volume
FOODS_2_003_CA_3_evaluation,0.1555762226939379,-0.04002897552479491,FOODS,High-volume
FOODS_2_009_WI_2_evaluation,0.09034339791419677,0.07790203677737273,FOODS,High-volume
FOODS_2_016_CA_3_evaluation,-0.021827101244524805,-0.1144743303509312,FOODS,High-volume
FOODS_2_032_WI_2_evaluation,-0.6070979788011952,-0.3640361753640581,FOODS,High-volume
FOODS_2_038_WI_3_evaluation,-0.08346763029171422,0.014564575542354382,FOODS,High-volume
FOODS_2_044_CA_1_evaluation,-0.1462760104219173,-0.05488024482530565,FOODS,High-volume
FOODS_2_050_TX_1_evaluation,-0.015334701150812535,,FOODS,Mid-volume
FOODS_2_051_CA_1_evaluation,-0.10801025153169541,0.01953668482384771,FOODS,High-volume
FOODS_2_055_WI_3_evaluation,-0.15068828670211643,-0.1852610235460502,FOODS,High-volume
FOODS_2_072_WI_2_evaluation,-0.19915943119617763,-0.12088121068373968,FOODS,High-volume
FOODS_2_074_TX_3_evaluation,-0.21905194630014824,-0.10036893024382525,FOODS,High-volume
FOODS_2_080_TX_2_evaluation,-0.27812959242352164,-0.35725824222234825,FOODS,High-volume
FOODS_2_085_TX_3_evaluation,0.10971765691445945,-0.2239292206856277,FOODS,Mid-volume
FOODS_2_085_WI_1_evaluation,0.05698332351249846,-0.1668731195319414,FOODS,Mid-volume
FOODS_2_090_CA_4_evaluation,-0.041265254832915654,,FOODS,Low-volume
FOODS_2_103_TX_1_evaluation,0.16752451067394591,0.026884948056763412,FOODS,High-volume
FOODS_2_110_WI_2_evaluation,-0.1185422094748575,,FOODS,Mid-volume
FOODS_2_113_TX_1_evaluation,-0.06707511873744296,-0.044351160905436976,FOODS,Low-volume
FOODS_2_114_CA_2_evaluation,-0.037101457506549196,,FOODS,Low-volume
FOODS_2_116_CA_4_evaluation,-0.2699617342411096,0.010761399319474776,FOODS,High-volume
FOODS_2_117_CA_2_evaluation,-0.003446758059592353,,FOODS,Low-volume
FOODS_2_124_WI_1_evaluation,0.005963494891982668,-0.11590589909398007,FOODS,Mid-volume
FOODS_2_139_CA_3_evaluation,-0.33613167964673396,0.12017251955085319,FOODS,High-volume
FOODS_2_140_TX_1_evaluation,0.08273284252823787,-0.46216545140972437,FOODS,Mid-volume
FOODS_2_149_TX_1_evaluation,0.23178116813505878,-0.06030903768686172,FOODS,High-volume
FOODS_2_159_WI_3_evaluation,0.0076034559872778795,-0.08009904375002759,FOODS,Low-volume
FOODS_2_177_CA_2_evaluation,-0.04736008860049555,,FOODS,Low-volume
FOODS_2_191_WI_1_evaluation,-0.034616667968223096,0.06081495211408955,FOODS,Low-volume
FOODS_2_208_CA_3_evaluation,-0.015189163477853485,-0.1363050982333722,FOODS,Mid-volume
FOODS_2_218_WI_3_evaluation,0.04813037335737666,-0.18032297365016328,FOODS,Low-volume
FOODS_2_219_CA_4_evaluation,0.03103502133369307,-0.09860664661975153,FOODS,Mid-volume
FOODS_2_222_WI_1_evaluation,-0.4531865650979361,0.28281540106814895,FOODS,High-volume
FOODS_2_228_CA_4_evaluation,-0.008742909475567412,-0.12409950875502498,FOODS,Low-volume
FOODS_2_236_WI_2_evaluation,-0.07629368792463298,0.009806732644540371,FOODS,High-volume
FOODS_2_249_WI_2_evaluation,-0.17147887573922488,0.11295756155669774,FOODS,Mid-volume
FOODS_2_254_TX_3_evaluation,-0.050725203575257186,-0.1759374157098573,FOODS,Low-volume
FOODS_2_254_WI_3_evaluation,0.03219577301802537,-0.1294467110732251,FOODS,Low-volume
FOODS_2_266_WI_1_evaluation,-0.016477704338442534,-0.13323931664563698,FOODS,Mid-volume
FOODS_2_270_CA_1_evaluation,0.083449881795012,-0.02177343367457289,FOODS,Mid-volume
FOODS_2_275_CA_4_evaluation,0.057079165394691045,-0.045977840552651736,FOODS,Mid-volume
FOODS_2_279_TX_3_evaluation,0.021248500252028735,-0.04650141977020116,FOODS,Mid-volume
FOODS_2_296_CA_1_evaluation,-0.03839709776581926,-0.01634417653601409,FOODS,Mid-volume
FOODS_2_307_CA_3_evaluation,0.3893700703550411,0.08692985794683575,FOODS,High-volume
FOODS_2_316_CA_3_evaluation,-0.092540661805945,0.31627609017195235,FOODS,High-volume
FOODS_2_341_WI_1_evaluation,0.0425182987001001,-0.05493550436320684,FOODS,Mid-volume
FOODS_2_354_CA_4_evaluation,-0.03365824914629731,0.06261006120901837,FOODS,Low-volume
FOODS_2_361_TX_1_evaluation,-0.0440162718217767,-0.009580243858940322,FOODS,Mid-volume
FOODS_2_362_CA_4_evaluation,-0.015384396941579047,-0.14441769478986494,FOODS,Low-volume
FOODS_2_376_WI_2_evaluation,-0.057008171407881725,-0.021731379522149177,FOODS,Mid-volume
FOODS_2_377_WI_3_evaluation,-0.005867653009790058,-0.08203500903461804,FOODS,Low-volume
FOODS_2_381_CA_4_evaluation,-0.1633926606416436,-0.17510475851570065,FOODS,High-volume
FOODS_2_387_WI_1_evaluation,0.0066414874660116335,,FOODS,Low-volume
FOODS_2_392_CA_3_evaluation,-0.06557714561576639,,FOODS,Mid-volume
FOODS_2_392_TX_1_evaluation,-0.04875157074195818,,FOODS,Mid-volume
FOODS_3_009_TX_2_evaluation,0.009115627906316315,,FOODS,Low-volume
FOODS_3_019_TX_2_evaluation,-0.08231397800606288,0.05720315177753129,FOODS,Mid-volume
FOODS_3_047_CA_4_evaluation,-0.05946101365214368,,FOODS,Low-volume
FOODS_3_048_TX_1_evaluation,-0.10783276656467189,-0.01414689781356432,FOODS,High-volume
FOODS_3_054_WI_3_evaluation,0.15882064789112382,-0.44288375985336426,FOODS,High-volume
FOODS_3_066_CA_3_evaluation,0.36660584848463307,0.18708324955175645,FOODS,High-volume
FOODS_3_068_CA_2_evaluation,-0.09185202013389465,-0.2432124640987113,FOODS,Mid-volume
FOODS_3_070_CA_4_evaluation,0.11536167886580007,-0.0763854849655002,FOODS,High-volume
FOODS_3_072_WI_3_evaluation,-0.034460481197242585,0.025216827796308273,FOODS,Low-volume
FOODS_3_078_WI_1_evaluation,-0.043047203901829534,,FOODS,Mid-volume
FOODS_3_079_CA_2_evaluation,-0.11177648253192962,0.007190213437964272,FOODS,High-volume
FOODS_3_084_CA_3_evaluation,-0.24906110452444685,0.19226661216056723,FOODS,Mid-volume
FOODS_3_088_CA_4_evaluation,-0.0854199649289705,,FOODS,Low-volume
FOODS_3_093_CA_4_evaluation,0.04123330753885146,-0.23252550325668564,FOODS,Mid-volume
FOODS_3_101_CA_1_evaluation,0.190750193458614,,FOODS,High-volume
FOODS_3_111_WI_3_evaluation,-0.023243431281370464,,FOODS,Low-volume
FOODS_3_118_TX_1_evaluation,0.13862285864387314,-0.6215310414124654,FOODS,High-volume
FOODS_3_119_TX_3_evaluation,0.016491903135804398,,FOODS,Low-volume
FOODS_3_120_TX_2_evaluation,0.7833795977480706,,FOODS,High-volume
FOODS_3_122_WI_2_evaluation,-0.0975350887779805,,FOODS,Mid-volume
FOODS_3_127_TX_3_evaluation,0.44253391737719805,0.07370703781762436,FOODS,High-volume
FOODS_3_128_CA_2_evaluation,0.07429520719595051,0.059313599075470506,FOODS,Mid-volume
FOODS_3_129_TX_2_evaluation,-0.07824602256188895,-0.1108383848045607,FOODS,Mid-volume
FOODS_3_130_TX_3_evaluation,0.095146141121847,0.14662195631423636,FOODS,Mid-volume
FOODS_3_131_TX_1_evaluation,-0.11554981293084454,,FOODS,High-volume
FOODS_3_133_WI_1_evaluation,-0.12395905066840873,-0.3000081545924306,FOODS,High-volume
FOODS_3_134_CA_1_evaluation,0.1351902993816424,-0.012176992423300538,FOODS,Mid-volume
FOODS_3_138_WI_3_evaluation,-0.07190980923915746,,FOODS,High-volume
FOODS_3_148_WI_3_evaluation,0.02430124168482939,-0.13441757557625728,FOODS,High-volume
FOODS_3_160_CA_1_evaluation,-0.3107868263558077,-0.19521376594237946,FOODS,High-volume
FOODS_3_160_WI_1_evaluation,-0.04034588270373507,-0.13634390015816006,FOODS,Mid-volume
FOODS_3_162_WI_1_evaluation,-0.1035731273561129,,FOODS,High-volume
FOODS_3_169_CA_2_evaluation,-0.0648388081529494,,FOODS,Mid-volume
FOODS_3_171_WI_1_evaluation,-0.034460481197242585,0.029713368316606724,FOODS,Low-volume
FOODS_3_173_TX_2_evaluation,-0.0306126071121776,0.03558158878375257,FOODS,Low-volume
FOODS_3_189_WI_1_evaluation,-0.004426475077560915,-0.05751948873690981,FOODS,Low-volume
FOODS_3_195_WI_2_evaluation,0.22867518121215125,-0.09946429740710802,FOODS,High-volume
FOODS_3_203_CA_4_evaluation,-0.24640947911711875,-0.15034562345396832,FOODS,High-volume
FOODS_3_205_CA_1_evaluation,-0.13412183988016213,-0.14193778437663032,FOODS,High-volume
FOODS_3_206_WI_3_evaluation,0.29679391155569124,-0.11342381339845911,FOODS,High-volume
FOODS_3_209_CA_1_evaluation,-0.03310804574852513,,FOODS,Low-volume
FOODS_3_212_WI_2_evaluation,-0.12614921516147587,-0.1942611321998259,FOODS,Mid-volume
FOODS_3_219_WI_2_evaluation,-0.7826767572786584,0.005355348590498506,FOODS,High-volume
FOODS_3_228_TX_3_evaluation,-0.4915836628637553,-0.29626506513109746,FOODS,High-volume
FOODS_3_230_TX_2_evaluation,1.2416564317002354,-0.08333324507141339,FOODS,High-volume
FOODS_3_241_WI_2_evaluation,-0.15349964857976528,0.07209165927505139,FOODS,High-volume
FOODS_3_254_WI_3_evaluation,0.02498988335687967,,FOODS,Low-volume
FOODS_3_260_TX_2_evaluation,-0.018433588675039234,-0.18628961021439455,FOODS,Low-volume
FOODS_3_281_TX_2_evaluation,0.2550458976124723,-0.4631027183062861,FOODS,High-volume
FOODS_3_285_WI_2_evaluation,-0.19635516871721004,-0.20516389125592152,FOODS,High-volume
FOODS_3_289_TX_1_evaluation,0.02015874255450567,-0.10238822095427334,FOODS,Mid-volume
FOODS_3_293_CA_4_evaluation,-0.027751549443762125,-0.055279330983913154,FOODS,Mid-volume
FOODS_3_313_CA_2_evaluation,-0.24799264502296658,-0.3814782792078684,FOODS,High-volume
FOODS_3_318_CA_4_evaluation,1.0916035411800626,0.028789570577961096,FOODS,High-volume
FOODS_3_330_CA_1_evaluation,-0.31835833504902133,-0.23321976954747772,FOODS,High-volume
FOODS_3_331_TX_1_evaluation,0.06276578373811725,-0.017172941031893936,FOODS,High-volume
FOODS_3_336_WI_1_evaluation,-0.12711473338208257,-0.08635554642997333,FOODS,Mid-volume
FOODS_3_339_WI_2_evaluation,-0.28113618776489635,-0.19127813679235317,FOODS,High-volume
FOODS_3_352_TX_3_evaluation,-0.0545162824708747,-0.2001899599819676,FOODS,Mid-volume
FOODS_3_354_TX_3_evaluation,-0.029501551218611782,0.03147136247773334,FOODS,Low-volume
FOODS_3_356_WI_1_evaluation,-0.24982428988264682,-0.09816486805333341,FOODS,High-volume
FOODS_3_364_TX_1_evaluation,0.05863748340515558,,FOODS,Low-volume
FOODS_3_369_TX_3_evaluation,0.0068189724330348644,-0.23042161907162667,FOODS,High-volume
FOODS_3_373_TX_2_evaluation,-0.04969934046586255,0.14085469162685227,FOODS,Mid-volume
FOODS_3_374_CA_3_evaluation,0.052886970473600914,0.03904708721089602,FOODS,High-volume
FOODS_3_378_CA_4_evaluation,-0.10996968556763242,0.1787969713239696,FOODS,Mid-volume
FOODS_3_387_CA_4_evaluation,0.1109742504809842,0.03925663911382242,FOODS,High-volume
FOODS_3_391_CA_4_evaluation,0.11390275243686865,0.032610278590035895,FOODS,Mid-volume
FOODS_3_397_CA_2_evaluation,-0.04399852332507437,0.0036481528519699386,FOODS,Low-volume
FOODS_3_398_WI_3_evaluation,-0.0619635516871721,-0.10506416076951203,FOODS,Mid-volume
FOODS_3_403_WI_2_evaluation,-0.4498569471165794,0.32274821151627925,FOODS,High-volume
FOODS_3_405_CA_2_evaluation,0.06017450321957729,-0.18169473972436245,FOODS,High-volume
FOODS_3_407_TX_1_evaluation,0.015952348836053343,-0.1432381028677943,FOODS,High-volume
FOODS_3_425_CA_1_evaluation,0.07182816615432669,,FOODS,Mid-volume
FOODS_3_425_TX_3_evaluation,-0.0012210965731202506,-0.1042973524504064,FOODS,Low-volume
FOODS_3_429_WI_2_evaluation,0.08785860837587056,,FOODS,High-volume
FOODS_3_434_CA_2_evaluation,-0.10996613586829196,-0.3431110901570725,FOODS,High-volume
FOODS_3_438_TX_3_evaluation,-0.09502545134427098,,FOODS,High-volume
FOODS_3_448_WI_2_evaluation,0.1864586069559908,-0.010056117280088223,FOODS,Mid-volume
FOODS_3_454_WI_1_evaluation,0.09684289740658958,0.0012310720841782153,FOODS,High-volume
FOODS_3_463_TX_2_evaluation,-0.08079825638768412,-0.21401670941065518,FOODS,High-volume
FOODS_3_466_TX_1_evaluation,0.06993617640585843,,FOODS,Low-volume
FOODS_3_474_CA_2_evaluation,0.08122777000788028,,FOODS,High-volume
FOODS_3_476_TX_1_evaluation,0.3142726311081452,-0.030012217223940315,FOODS,High-volume
FOODS_3_479_WI_1_evaluation,-0.13587539135435223,0.16212235107657794,FOODS,High-volume
FOODS_3_486_CA_3_evaluation,-0.010957921864018116,-0.05998744197827692,FOODS,Mid-volume
FOODS_3_495_TX_1_evaluation,0.1026147085341873,0.07372922559803471,FOODS,High-volume
FOODS_3_496_WI_3_evaluation,-0.1498967037491924,,FOODS,High-volume
FOODS_3_498_TX_2_evaluation,-1.466437592735896,-0.05633139631194791,FOODS,High-volume
FOODS_3_502_CA_3_evaluation,-0.06359641338378652,-0.09282095110052796,FOODS,High-volume
FOODS_3_508_WI_2_evaluation,-0.058527442725601286,,FOODS,High-volume
FOODS_3_509_CA_4_evaluation,-0.04684183249678753,,FOODS,Mid-volume
FOODS_3_509_WI_1_evaluation,-0.03492904151018417,,FOODS,High-volume
FOODS_3_515_WI_2_evaluation,-0.3717209652342448,,FOODS,High-volume
FOODS_3_516_CA_2_evaluation,0.322124566049256,0.09424879107146428,FOODS,High-volume
FOODS_3_522_CA_3_evaluation,-0.10266795402429407,0.004569202282048295,FOODS,Mid-volume
FOODS_3_522_WI_2_evaluation,0.010148590414391923,-0.032359454915098514,FOODS,Mid-volume
FOODS_3_534_WI_2_evaluation,-0.026707937837665174,-0.09783982170004217,FOODS,Mid-volume
FOODS_3_537_WI_2_evaluation,0.03727894247357244,,FOODS,Mid-volume
FOODS_3_538_TX_3_evaluation,-0.012061878358902933,-0.012932048409269812,FOODS,Mid-volume
FOODS_3_540_CA_4_evaluation,0.44464243878543486,-0.18243874660040055,FOODS,High-volume
FOODS_3_549_CA_4_evaluation,0.004476170868327439,-0.1680322268157243,FOODS,Low-volume
FOODS_3_556_CA_4_evaluation,0.01792598166935258,-0.029456905552006373,FOODS,Low-volume
FOODS_3_560_CA_2_evaluation,-0.06549905223027602,,FOODS,Mid-volume
FOODS_3_563_TX_3_evaluation,0.05823636737968295,,FOODS,Low-volume
FOODS_3_568_CA_4_evaluation,-0.04433574476241864,,FOODS,High-volume
FOODS_3_591_CA_3_evaluation,-0.01871046522359565,0.037342768008659495,FOODS,High-volume
FOODS_3_599_TX_1_evaluation,-0.06299296449590716,,FOODS,Mid-volume
FOODS_3_603_WI_3_evaluation,0.04272773096118765,,FOODS,Mid-volume
FOODS_3_617_WI_2_evaluation,-0.09696713688350589,0.11777456086656615,FOODS,High-volume
FOODS_3_618_WI_2_evaluation,-0.24324669700476376,-0.15589119870896195,FOODS,High-volume
FOODS_3_629_CA_1_evaluation,-0.03869172281107791,-0.18582933162188447,FOODS,High-volume
FOODS_3_631_CA_3_evaluation,0.004618158841946052,-0.06398173958371789,FOODS,High-volume
FOODS_3_645_CA_3_evaluation,-0.0014802246249741025,-0.004452518605858821,FOODS,High-volume
FOODS_3_652_WI_3_evaluation,0.145899742291828,,FOODS,High-volume
FOODS_3_668_TX_2_evaluation,-0.18859197625961066,-0.02284914019051709,FOODS,High-volume
FOODS_3_678_TX_1_evaluation,-0.3152487984267732,0.04126949404367414,FOODS,High-volume
FOODS_3_686_CA_1_evaluation,-0.2642360692049385,-0.1167421117454211,FOODS,High-volume
FOODS_3_693_CA_4_evaluation,0.013932569911328518,,FOODS,Low-volume
FOODS_3_694_TX_2_evaluation,-0.05906344732601454,0.14056306672833024,FOODS,High-volume
FOODS_3_697_TX_1_evaluation,0.4567291650397216,-0.2812750795016945,FOODS,High-volume
FOODS_3_700_WI_2_evaluation,0.048598933670318145,-0.041762869146906544,FOODS,Mid-volume
FOODS_3_713_WI_1_evaluation,0.03836160077241457,-0.13515498553001845,FOODS,Low-volume
FOODS_3_719_CA_3_evaluation,0.11388500394016626,0.17319655619519375,FOODS,Mid-volume
FOODS_3_736_WI_3_evaluation,0.01543764243168605,0.06330593662409131,FOODS,Mid-volume
FOODS_3_737_WI_3_evaluation,0.0652079768843579,,FOODS,Low-volume
FOODS_3_752_CA_2_evaluation,-0.6819220911988753,,FOODS,High-volume
FOODS_3_754_CA_3_evaluation,0.05756547420433494,-0.22757027755945333,FOODS,Mid-volume
FOODS_3_755_WI_2_evaluation,0.046053799243204185,-0.12376730181704174,FOODS,High-volume
FOODS_3_758_CA_4_evaluation,6.744428746885411e-05,,FOODS,Low-volume
FOODS_3_761_CA_4_evaluation,0.007990373215388646,,FOODS,Mid-volume
FOODS_3_769_CA_4_evaluation,0.31957943162214164,-0.42527452420900724,FOODS,High-volume
FOODS_3_775_CA_1_evaluation,-0.2044981790042384,-0.047605512732635455,FOODS,High-volume
FOODS_3_796_CA_3_evaluation,0.08883832539383915,-0.013224455666130414,FOODS,Low-volume
HOBBIES_1_001_WI_2_evaluation,-0.0041708967250473905,-0.08702867534196002,HOBBIES,Low-volume
HOBBIES_1_011_TX_1_evaluation,0.014816445047104512,,HOBBIES,Low-volume
HOBBIES_1_016_TX_1_evaluation,-0.17889774736079866,-0.05046816713787616,HOBBIES,High-volume
HOBBIES_1_031_WI_1_evaluation,-0.0445664752195489,-0.05601894084426538,HOBBIES,Mid-volume
HOBBIES_1_034_WI_1_evaluation,-0.044080166409905086,-0.043502973767923496,HOBBIES,Low-volume
HOBBIES_1_035_CA_4_evaluation,-0.01250559077646124,-0.05507373572063464,HOBBIES,Low-volume
HOBBIES_1_038_TX_3_evaluation,-0.007472117111680665,-0.015969389975191473,HOBBIES,Mid-volume
HOBBIES_1_043_TX_2_evaluation,-0.27654287681833356,-0.0767392243769914,HOBBIES,High-volume
HOBBIES_1_048_TX_1_evaluation,-0.13805845644873882,-0.08211484886270472,HOBBIES,High-volume
HOBBIES_1_058_TX_3_evaluation,-0.013389465912237247,-0.07453559596141619,HOBBIES,Low-volume
HOBBIES_1_058_WI_2_evaluation,-0.051765265482013684,-0.1514274494585956,HOBBIES,Low-volume
HOBBIES_1_060_CA_1_evaluation,-0.0829351753906444,-0.12147586668140584,HOBBIES,Low-volume
HOBBIES_1_067_TX_3_evaluation,0.10275314680846531,0.12754821443169004,HOBBIES,Mid-volume
HOBBIES_1_068_TX_1_evaluation,0.05909894431941615,0.02083993226430116,HOBBIES,Mid-volume
HOBBIES_1_068_WI_3_evaluation,-0.09800719879026248,0.050689006426767894,HOBBIES,Mid-volume
HOBBIES_1_079_TX_3_evaluation,-0.07108272929282891,-0.10813985467275003,HOBBIES,Low-volume
HOBBIES_1_085_WI_2_evaluation,-0.020041602476270265,,HOBBIES,Low-volume
HOBBIES_1_095_WI_1_evaluation,-0.0011536522856513964,,HOBBIES,Mid-volume
HOBBIES_1_100_TX_2_evaluation,0.06294681840448113,-0.03742063098965791,HOBBIES,Mid-volume
HOBBIES_1_105_TX_3_evaluation,-0.04580886998871203,-0.03951450252817909,HOBBIES,High-volume
HOBBIES_1_107_TX_3_evaluation,-0.009623234912002954,-0.07644402912269518,HOBBIES,Low-volume
HOBBIES_1_129_WI_2_evaluation,-0.028553781494707386,0.15608441492831815,HOBBIES,Mid-volume
HOBBIES_1_133_CA_2_evaluation,-0.058172472791554554,-0.132127143731721,HOBBIES,Low-volume
HOBBIES_1_133_TX_1_evaluation,0.04588696337420223,-0.15040377847622946,HOBBIES,Low-volume
HOBBIES_1_133_WI_2_evaluation,0.001430528834207745,0.05802522013334797,HOBBIES,Low-volume
HOBBIES_1_136_WI_3_evaluation,-0.004089253640216672,,HOBBIES,Low-volume
HOBBIES_1_140_CA_1_evaluation,-0.14527854490724637,0.1514532154137525,HOBBIES,Mid-volume
HOBBIES_1_148_CA_2_evaluation,-0.17086832745266478,,HOBBIES,Mid-volume
HOBBIES_1_151_WI_3_evaluation,-0.05943971545610094,-0.4203930327786558,HOBBIES,High-volume
HOBBIES_1_159_CA_2_evaluation,-0.2509850415669793,,HOBBIES,Mid-volume
HOBBIES_1_165_CA_4_evaluation,-0.020513712488552216,0.04346973290064242,HOBBIES,Low-volume
HOBBIES_1_169_CA_4_evaluation,0.1785818241194972,-0.09987990643922871,HOBBIES,High-volume
HOBBIES_1_172_TX_1_evaluation,-0.018451337171741578,0.024608675710542642,HOBBIES,Mid-volume
HOBBIES_1_172_WI_2_evaluation,-0.04272418126184713,-0.049784050698904854,HOBBIES,Mid-volume
HOBBIES_1_175_TX_2_evaluation,0.00816430848307148,-0.014629836134950407,HOBBIES,Low-volume
HOBBIES_1_181_CA_2_evaluation,0.03404516637440808,,HOBBIES,Low-volume
HOBBIES_1_188_WI_2_evaluation,-0.028770313154475827,,HOBBIES,Low-volume
HOBBIES_1_194_WI_1_evaluation,-0.5797084986901608,0.08064892836580201,HOBBIES,High-volume
HOBBIES_1_208_TX_2_evaluation,-0.05722115336830971,,HOBBIES,Low-volume
HOBBIES_1_221_TX_3_evaluation,-0.006826071831715852,0.02242781898139326,HOBBIES,Low-volume
HOBBIES_1_231_CA_3_evaluation,-0.026132886544509626,,HOBBIES,High-volume
HOBBIES_1_233_WI_2_evaluation,-0.1881731117374359,-0.11206853585566509,HOBBIES,High-volume
HOBBIES_1_236_WI_2_evaluation,-0.11483277366407069,0.21895780808111953,HOBBIES,Mid-volume
HOBBIES_1_241_TX_1_evaluation,0.09371561228763925,0.001481887120740363,HOBBIES,Low-volume
HOBBIES_1_247_TX_3_evaluation,0.01656999652129465,,HOBBIES,Low-volume
HOBBIES_1_254_WI_3_evaluation,-0.69590080720163,-0.008004695068979717,HOBBIES,High-volume
HOBBIES_1_263_TX_1_evaluation,-0.023559354522671924,,HOBBIES,Low-volume
HOBBIES_1_263_TX_2_evaluation,0.002956899550608072,,HOBBIES,Low-volume
HOBBIES_1_264_CA_3_evaluation,0.05411871614474251,,HOBBIES,High-volume
HOBBIES_1_265_TX_3_evaluation,-0.008103963594283559,,HOBBIES,Low-volume
HOBBIES_1_266_CA_1_evaluation,-0.011664312032770852,-0.024701195040614535,HOBBIES,Mid-volume
HOBBIES_1_266_TX_3_evaluation,-0.011678510830132605,-0.0247777578232438,HOBBIES,Mid-volume
HOBBIES_1_267_TX_3_evaluation,0.08185961649048323,,HOBBIES,Low-volume
HOBBIES_1_279_WI_2_evaluation,-0.01820285821790893,-0.4068098524397142,HOBBIES,Low-volume
