id,total_sales,mean_sales,std_sales,max_sales,cv
FOODS_1_009_CA_4_evaluation,578,0.29778464708912933,0.7705535812910451,12,2.5876202444393055
FOODS_1_009_TX_1_evaluation,440,0.22668727460072127,0.8495776995756963,15,3.7477961701736966
FOODS_1_009_TX_2_evaluation,467,0.24059763008758372,0.8448268616464142,12,3.5113681765646465
FOODS_1_009_TX_3_evaluation,314,0.16177228232869656,0.5464050758190475,7,3.377618637467424
FOODS_1_009_WI_1_evaluation,678,0.34930448222565685,0.8056410526384523,10,2.3064148719339763
FOODS_1_009_WI_2_evaluation,468,0.241112828438949,0.6466245410259308,10,2.6818338336139567
FOODS_1_009_WI_3_evaluation,437,0.22514167954662545,0.6111561993628569,6,2.7145404644469227
FOODS_1_010_CA_1_evaluation,324,0.16692426584234932,0.5579401262389773,9,3.3424746451538727
FOODS_1_010_CA_2_evaluation,499,0.25708397733127253,0.7073673768493784,10,2.7515031632557987
FOODS_1_010_CA_3_evaluation,563,0.2900566718186502,0.8222730921195,10,2.834870465015896
FOODS_1_010_CA_4_evaluation,364,0.18753219989696032,0.543821092869945,6,2.8998811573092396
FOODS_1_010_TX_1_evaluation,445,0.22926326635754765,0.5774891646552984,5,2.518890940665021
FOODS_1_010_TX_2_evaluation,666,0.34312210200927357,0.7876235560286714,8,2.295461444822299
FOODS_1_010_TX_3_evaluation,1384,0.7130345182895415,1.4180646435702275,15,1.988774185816338
FOODS_1_010_WI_1_evaluation,1031,0.5311695002575991,1.065717957803447,9,2.0063613541188077
FOODS_1_010_WI_2_evaluation,596,0.30705821741370426,0.7762563154187809,10,2.528042799040023
FOODS_1_010_WI_3_evaluation,367,0.18907779495105614,0.5866242976771749,6,3.1025552092408626
FOODS_1_011_CA_1_evaluation,1195,0.6156620298815044,1.2195325862871773,11,1.980847489525867
FOODS_1_011_CA_2_evaluation,3177,1.6367851622874807,2.6211799439691905,34,1.6014196635959077
FOODS_1_011_CA_3_evaluation,1642,0.8459556929417826,1.5799877254171502,22,1.867695599899323
FOODS_1_011_CA_4_evaluation,639,0.32921174652241114,0.8306728405496929,10,2.523217501575828
FOODS_1_011_TX_1_evaluation,927,0.4775888717156105,1.2682228648822391,14,2.655469882132067
FOODS_1_011_TX_2_evaluation,635,0.32715095311695,1.1694696887797518,30,3.5747097101125958
FOODS_1_011_TX_3_evaluation,349,0.17980422462648118,0.5636078211711012,6,3.1345638421005946
FOODS_1_011_WI_1_evaluation,877,0.45182895414734675,1.0032796752704165,9,2.2204855754844677
FOODS_1_011_WI_2_evaluation,622,0.3204533745492014,0.90493435457946,8,2.8239189425060003
FOODS_1_011_WI_3_evaluation,334,0.17207624935600205,0.5914016779638883,10,3.4368582542751716
FOODS_1_012_CA_1_evaluation,5290,2.7253992787223082,2.7766179285998547,14,1.018793081174351
FOODS_1_012_CA_2_evaluation,19726,10.162802679031428,8.29285353601565,41,0.8160006444999685
FOODS_1_012_CA_3_evaluation,10921,5.626481195260175,4.891302973296499,24,0.8693360563289538
FOODS_1_012_CA_4_evaluation,8187,4.217928902627512,3.798861473106088,21,0.9006461609012968
FOODS_1_012_TX_1_evaluation,9001,4.637300360638846,3.5773240195962495,27,0.7714238331336875
FOODS_1_012_TX_2_evaluation,15671,8.073673364245234,4.522934951069337,30,0.5602078195409089
FOODS_1_012_TX_3_evaluation,9649,4.971148892323544,3.8223693425290906,21,0.7689106533162986
FOODS_1_012_WI_1_evaluation,4353,2.2426584234930447,2.629012189794884,20,1.1722749047534735
FOODS_1_012_WI_2_evaluation,1892,0.9747552807831015,1.4856292721979902,15,1.5241048717422299
FOODS_1_012_WI_3_evaluation,1943,1.0010303967027305,1.5525167361693317,14,1.5509186746807375
FOODS_1_013_CA_1_evaluation,2572,1.325090159711489,2.0316906916677318,19,1.533247135508191
FOODS_1_013_CA_2_evaluation,5096,2.6254507985574445,3.6544495354978768,35,1.3919322112247605
FOODS_1_013_CA_3_evaluation,5250,2.704791344667697,4.19055426792446,41,1.5493077779126432
FOODS_1_013_CA_4_evaluation,1400,0.7212776919113859,1.3254470615809737,12,1.837637676091907
FOODS_1_013_TX_1_evaluation,2694,1.3879443585780527,3.1878375421028884,65,2.296804999711101
FOODS_1_013_TX_2_evaluation,1508,0.7769191138588356,1.849269286772603,48,2.3802597384785296
FOODS_1_013_TX_3_evaluation,1363,0.7022153529108707,1.310520569028445,14,1.8662659020427086
FOODS_1_013_WI_1_evaluation,2411,1.2421432251416795,1.8270861095309472,14,1.4709142009952587
FOODS_1_013_WI_2_evaluation,1236,0.6367851622874807,1.3107276525192788,17,2.058351434902848
FOODS_1_013_WI_3_evaluation,1267,0.6527563111798043,1.149620680098841,15,1.761178958225612
FOODS_1_014_CA_1_evaluation,1179,0.60741885625966,1.255267903485366,11,2.066560645178198
FOODS_1_014_CA_2_evaluation,1040,0.5358062854198866,1.317362536728963,23,2.458654503645113
FOODS_1_014_CA_3_evaluation,1364,0.7027305512622359,1.3857662899456185,11,1.9719738774079512
FOODS_1_014_CA_4_evaluation,419,0.2158681092220505,0.6431844351719049,8,2.979525032622118
FOODS_1_014_TX_1_evaluation,1468,0.7563111798042246,1.4020851901495888,11,1.8538469714443815
FOODS_1_014_TX_2_evaluation,1881,0.9690880989180835,1.6047842913039823,15,1.655973582892626
FOODS_1_014_TX_3_evaluation,1273,0.6558475012879958,1.2875506457580417,8,1.963186019965718
FOODS_1_014_WI_1_evaluation,1709,0.880473982483256,1.4237075824688998,15,1.6169785942493473
FOODS_1_014_WI_2_evaluation,2439,1.2565687789799074,1.6923461339656418,13,1.346799444865646
FOODS_1_014_WI_3_evaluation,1085,0.5589902112313241,1.179396932389997,11,2.1098704569299396
FOODS_1_015_CA_1_evaluation,1341,0.6908809891808346,1.5170047457789069,20,2.195754072749335
FOODS_1_015_CA_2_evaluation,2846,1.4662545079855744,2.7222867576474012,30,1.8566263515789199
FOODS_1_015_CA_3_evaluation,2330,1.2004121586810923,2.477011800315784,35,2.0634677701343076
FOODS_1_015_CA_4_evaluation,631,0.3250901597114889,0.7150330210895711,10,2.199491432543356
FOODS_1_015_TX_1_evaluation,820,0.422462648119526,1.2769932122751881,29,3.0227363719830977
FOODS_1_015_TX_2_evaluation,1227,0.6321483771251932,1.5410790738938402,17,2.4378439139592043
FOODS_1_015_TX_3_evaluation,759,0.3910355486862442,0.8161400282076935,8,2.087124894270268
FOODS_1_015_WI_1_evaluation,946,0.48737764039155074,1.2736304049233225,32,2.6132310950910878
FOODS_1_015_WI_2_evaluation,782,0.40288511076764555,0.9347097910553265,11,2.3200405427600876
FOODS_1_015_WI_3_evaluation,1064,0.5481710458526533,1.422344878069849,18,2.5947099702383243
FOODS_1_016_CA_1_evaluation,2400,1.2364760432766615,1.603227655554267,21,1.2966103664295134
FOODS_1_016_CA_2_evaluation,2592,1.3353941267387945,1.7327438498587204,14,1.2975523968270741
FOODS_1_016_CA_3_evaluation,1865,0.9608449252962391,1.3536937276997578,18,1.408857654404949
FOODS_1_016_CA_4_evaluation,1073,0.5528078310149408,1.0906909749066265,12,1.9730020338245684
FOODS_1_016_TX_1_evaluation,591,0.3044822256568779,0.6897822025293041,8,2.2654268275962424
FOODS_1_016_TX_2_evaluation,976,0.502833590932509,0.9248110465269566,10,1.8391990177344495
FOODS_1_016_TX_3_evaluation,918,0.47295208655332305,0.9064004896860536,8,1.9164742379963289
FOODS_1_016_WI_1_evaluation,1478,0.7614631633178773,1.3509365679508791,14,1.7741325293590369
FOODS_1_016_WI_2_evaluation,1233,0.6352395672333848,1.116361360592222,8,1.757386375433498
FOODS_1_016_WI_3_evaluation,770,0.39670273055126226,0.7701047249293567,5,1.9412639884258198
FOODS_1_017_CA_1_evaluation,883,0.4549201442555384,1.163735877282032,31,2.558110235339099
FOODS_1_017_CA_2_evaluation,1591,0.8196805770221536,1.4375107712653832,11,1.7537450704123876
FOODS_1_017_CA_3_evaluation,1393,0.717671303451829,1.2821703318764337,11,1.786570433720142
FOODS_1_017_CA_4_evaluation,711,0.366306027820711,0.8593201623086961,11,2.345907784868044
FOODS_1_017_TX_1_evaluation,581,0.2993302421432251,0.824586472216384,16,2.754771673962137
FOODS_1_017_TX_2_evaluation,676,0.3482740855229263,0.8411353146919398,9,2.4151533222145787
FOODS_1_017_TX_3_evaluation,298,0.15352910870685213,0.4450462304292182,5,2.8987742726950088
FOODS_1_017_WI_1_evaluation,822,0.4234930448222566,0.9132158869982677,8,2.1563893390068585
FOODS_1_017_WI_2_evaluation,451,0.23235445646573932,0.6735840973119256,15,2.898950627233808
FOODS_1_017_WI_3_evaluation,342,0.17619783616692428,0.5532194154812523,5,3.139762822950616
FOODS_1_018_CA_1_evaluation,18811,9.6913961875322,6.533898376781602,49,0.6741957763719679
FOODS_1_018_CA_2_evaluation,15485,7.9778464708912935,7.081777377455419,78,0.8876803286820127
FOODS_1_018_CA_3_evaluation,16776,8.642967542503865,6.908293853959696,54,0.7992965170801007
FOODS_1_018_CA_4_evaluation,10923,5.6275115919629055,4.475689826517281,38,0.7953230754618734
FOODS_1_018_TX_1_evaluation,6006,3.0942812982998453,3.5032934815310144,43,1.132183258017266
FOODS_1_018_TX_2_evaluation,15392,7.929933024214322,6.393556312030076,40,0.8062560292132522
FOODS_1_018_TX_3_evaluation,7653,3.9428129829984546,4.349111311112872,27,1.1030478315523435
FOODS_1_018_WI_1_evaluation,14067,7.247295208655332,5.412628337082114,43,0.7468480558951008
FOODS_1_018_WI_2_evaluation,17182,8.852138073158166,6.552113203890485,50,0.7401729559277984
FOODS_1_018_WI_3_evaluation,13997,7.211231324059763,6.036034198369344,40,0.8370323911577408
FOODS_1_019_CA_1_evaluation,7957,4.099433281813498,5.303364492131094,27,1.2936823525482537
FOODS_1_019_CA_2_evaluation,11033,5.684183410613086,7.341711240123352,38,1.2916035092068727
FOODS_1_019_CA_3_evaluation,9482,4.885110767645544,6.37324383335314,35,1.3046262687764654
FOODS_1_019_CA_4_evaluation,5274,2.7171561051004636,3.4558868572261656,21,1.2718764485923375
FOODS_1_019_TX_1_evaluation,4530,2.3338485316846986,3.833497645986991,35,1.642564885399724
FOODS_1_019_TX_2_evaluation,6112,3.1488923235445645,4.3351815452357245,40,1.3767322282890284
FOODS_1_019_TX_3_evaluation,2907,1.4976816074188564,2.682055640238811,24,1.7908049527703926
FOODS_1_019_WI_1_evaluation,6919,3.564657393096342,3.544935075464855,29,0.9944672613784193
FOODS_1_019_WI_2_evaluation,5475,2.820710973724884,3.7029945682658387,31,1.3127876633797249
FOODS_1_019_WI_3_evaluation,5657,2.914477073673364,3.3024360888194355,21,1.1331144508394069
FOODS_1_020_CA_1_evaluation,2074,1.0685213807315816,1.253014233050923,8,1.1726618256276962
FOODS_1_020_CA_2_evaluation,1882,0.9696032972694487,1.3032881877304758,11,1.3441457876646405
FOODS_1_020_CA_3_evaluation,1537,0.7918598660484286,1.076916030641844,7,1.359983093998581
FOODS_1_020_CA_4_evaluation,1184,0.6099948480164864,0.921609444963326,6,1.5108479161096415
FOODS_1_020_TX_1_evaluation,788,0.4059763008758372,0.7179907082755475,6,1.7685532547751746
FOODS_1_020_TX_2_evaluation,1468,0.7563111798042246,1.0759161016345058,7,1.4225838918750517
FOODS_1_020_TX_3_evaluation,1206,0.6213292117465224,0.9793425552547138,10,1.5762055553477607
FOODS_1_020_WI_1_evaluation,3506,1.8062854198866565,1.9266395237760419,12,1.0666307232314025
FOODS_1_020_WI_2_evaluation,2234,1.1509531169500258,1.325944661642781,12,1.1520405497979578
FOODS_1_020_WI_3_evaluation,1329,0.6846986089644513,1.110176810633873,13,1.6214094728670785
FOODS_1_021_CA_1_evaluation,7300,3.7609479649665123,6.474895208949614,48,1.721612548023452
FOODS_1_021_CA_2_evaluation,3634,1.8722308088614117,2.9658114830321494,48,1.5841056930559718
FOODS_1_021_CA_3_evaluation,2181,1.1236476043276662,1.7923555564401092,18,1.595122482829093
FOODS_1_021_CA_4_evaluation,3120,1.60741885625966,2.6483658809570585,31,1.6475891586338622
FOODS_1_021_TX_1_evaluation,676,0.3482740855229263,0.9139713721820282,15,2.624287623380646
FOODS_1_021_TX_2_evaluation,1103,0.5682637815558991,1.1701187376844855,12,2.0591119400231968
FOODS_1_021_TX_3_evaluation,1117,0.5754765584750129,1.2738837207983924,13,2.2136153107159173
FOODS_1_021_WI_1_evaluation,5306,2.7336424523441525,3.8724038957587528,29,1.4165729290742064
FOODS_1_021_WI_2_evaluation,1816,0.9356002060793406,1.6604790678981143,14,1.7747741579241407
FOODS_1_021_WI_3_evaluation,1743,0.8979907264296755,1.6050503675549195,14,1.7873796692048758
FOODS_1_022_CA_1_evaluation,128,0.06594538897475528,0.29035970423053015,4,4.403032702433273
FOODS_1_022_CA_2_evaluation,431,0.2220504894384338,0.6337973590153745,11,2.8542939068418605
FOODS_1_022_CA_3_evaluation,415,0.21380731581658938,0.6812170597109973,10,3.186126055178424
FOODS_1_022_CA_4_evaluation,187,0.09634209170530654,0.40549322699614343,4,4.208889591441253
FOODS_1_022_TX_1_evaluation,403,0.2076249356002061,0.5576678014552726,5,2.6859384680513254
FOODS_1_022_TX_2_evaluation,432,0.22256568778979907,0.540070453057158,4,2.4265665494998694
FOODS_1_022_TX_3_evaluation,713,0.3673364245234415,0.797899668561214,7,2.17212237963158
FOODS_1_022_WI_1_evaluation,179,0.09222050489438434,0.37340211432367965,5,4.0490139882807945
FOODS_1_022_WI_2_evaluation,132,0.06800618238021638,0.2863052800138697,3,4.2099890038403105
FOODS_1_022_WI_3_evaluation,61,0.03142709943328181,0.21667942368089646,3,6.894668219092131
FOODS_1_023_CA_1_evaluation,2563,1.3204533745492015,2.076212600727038,15,1.572348286387507
FOODS_1_023_CA_2_evaluation,3850,1.983513652756311,2.384601853223296,20,1.2022109602873812
FOODS_1_023_CA_3_evaluation,5499,2.8330757341576507,3.0097707329429477,18,1.0623686111369814
FOODS_1_023_CA_4_evaluation,4718,2.4307058217413706,2.616160121229084,16,1.0762964805649962
FOODS_1_023_TX_1_evaluation,2431,1.252447192168985,1.6733663946182642,13,1.3360774051641509
FOODS_1_023_TX_2_evaluation,4012,2.066975785677486,2.0800095593384036,18,1.0063057215044469
FOODS_1_023_TX_3_evaluation,4501,2.3189077794951056,3.097687538275926,24,1.3358390383900405
FOODS_1_023_WI_1_evaluation,1651,0.85059247810407,1.3859887643752098,12,1.6294392438838778
FOODS_1_023_WI_2_evaluation,1166,0.6007212776919114,1.1939622570428696,13,1.9875478052488935
FOODS_1_023_WI_3_evaluation,774,0.3987635239567233,0.9119360374051989,10,2.2869093651207897
FOODS_1_024_CA_1_evaluation,2288,1.1787738279237507,1.4631144372713247,12,1.2412172739264165
FOODS_1_024_CA_2_evaluation,4157,2.141679546625451,2.168903723828258,20,1.012711601623923
FOODS_1_024_CA_3_evaluation,3646,1.8784131890777949,2.1915142710739524,23,1.1666838179249976
FOODS_1_024_CA_4_evaluation,1445,0.7444616177228233,1.0257642266402696,11,1.3778604594524313
FOODS_1_024_TX_1_evaluation,1234,0.6357547655847501,1.090606239068465,10,1.7154511426514512
FOODS_1_024_TX_2_evaluation,1376,0.7089129314786192,1.0988597197332688,10,1.5500630203504904
FOODS_1_024_TX_3_evaluation,983,0.506439979392066,0.925907050471139,10,1.8282661088143242
FOODS_1_024_WI_1_evaluation,3310,1.7053065430190624,1.8948431568266089,16,1.111145186525815
FOODS_1_024_WI_2_evaluation,1347,0.6939721792890263,1.0138777947715214,7,1.4609775795482725
FOODS_1_024_WI_3_evaluation,1744,0.8985059247810407,1.2362659247474557,10,1.3759129357424378
FOODS_1_025_CA_1_evaluation,873,0.44976816074188564,0.8985533607411084,9,1.9978145168367598
FOODS_1_025_CA_2_evaluation,1364,0.7027305512622359,1.2894247754664703,11,1.8348779246190754
FOODS_1_025_CA_3_evaluation,1656,0.8531684698608965,1.563295655382998,18,1.8323411033202892
FOODS_1_025_CA_4_evaluation,1049,0.5404430705821741,1.6381525958526004,45,3.0311288737367947
FOODS_1_025_TX_1_evaluation,826,0.4255538382277177,1.026075631148632,8,2.411153510967911
FOODS_1_025_TX_2_evaluation,1157,0.5960844925296239,1.3719070634687598,15,2.3015312101926213
FOODS_1_025_TX_3_evaluation,809,0.416795466254508,1.1446451905582335,14,2.746299523947505
FOODS_1_025_WI_1_evaluation,950,0.48943843379701185,0.9522175658578584,7,1.9455308371895823
FOODS_1_025_WI_2_evaluation,463,0.2385368366821226,0.7707799787068614,7,3.231282804902847
FOODS_1_025_WI_3_evaluation,356,0.18341061308603812,0.608659936601209,8,3.3185644296150185
FOODS_1_026_CA_1_evaluation,1007,0.5188047398248326,0.8986139461553809,7,1.7320850739698057
FOODS_1_026_CA_2_evaluation,1418,0.7305512622359609,1.1779937317472338,9,1.6124723789290414
FOODS_1_026_CA_3_evaluation,1626,0.8377125193199382,1.2542462811613604,13,1.4972275717922512
FOODS_1_026_CA_4_evaluation,503,0.25914477073673364,0.5674368943156853,4,2.189652111067088
FOODS_1_026_TX_1_evaluation,649,0.3343637300360639,0.6727378815876118,4,2.0119941882304384
FOODS_1_026_TX_2_evaluation,850,0.43791859866048427,0.8172651121108125,7,1.8662489207142203
FOODS_1_026_TX_3_evaluation,650,0.33487892838742916,0.7392977639542251,11,2.2076568612848475
FOODS_1_026_WI_1_evaluation,1170,0.6027820710973725,0.9157119299020776,6,1.5191426119144724
FOODS_1_026_WI_2_evaluation,1035,0.5332302936630603,0.8981959714466882,6,1.6844428797855282
FOODS_1_026_WI_3_evaluation,830,0.42761463163317875,0.8100782244729124,10,1.8944118478336422
FOODS_1_027_CA_1_evaluation,3005,1.5481710458526532,2.9811042380206607,42,1.9255651667214984
FOODS_1_027_CA_2_evaluation,4713,2.428129829984544,3.641628169852792,44,1.4997666619317356
FOODS_1_027_CA_3_evaluation,4641,2.391035548686244,3.8445438657054694,44,1.6078990828128241
FOODS_1_027_CA_4_evaluation,1275,0.6568778979907264,1.2676548442520061,10,1.9298180805436425
FOODS_1_027_TX_1_evaluation,3757,1.9356002060793405,2.9620407796464647,24,1.5302957554681365
FOODS_1_027_TX_2_evaluation,2798,1.4415249871200413,2.359081278239314,25,1.636517784511261
FOODS_1_027_TX_3_evaluation,4383,2.2581143740340033,3.4508093103198534,31,1.5281818095666975
FOODS_1_027_WI_1_evaluation,2863,1.475012879958784,2.1382667280649263,18,1.4496596993272868
FOODS_1_027_WI_2_evaluation,6337,3.2648119526017516,5.236464468717965,38,1.6039099785042716
FOODS_1_027_WI_3_evaluation,3454,1.779495105615662,2.6672531050490043,27,1.4988819562536528
FOODS_1_028_CA_1_evaluation,1212,0.624420401854714,1.6364410832802587,15,2.6207360912928896
FOODS_1_028_CA_2_evaluation,1211,0.6239052035033488,1.8926677292322172,31,3.0335822150617124
FOODS_1_028_CA_3_evaluation,2171,1.1184956208140133,2.458180746209995,30,2.197756254442009
FOODS_1_028_CA_4_evaluation,602,0.3101494075218959,0.8164829202801397,8,2.6325470901391217
FOODS_1_028_TX_1_evaluation,1009,0.5198351365275631,1.508137095419121,18,2.9011834511481807
FOODS_1_028_TX_2_evaluation,1120,0.5770221535291087,1.7702779774798663,19,3.06795495918609
FOODS_1_028_TX_3_evaluation,900,0.46367851622874806,1.3294230465886685,24,2.8671223704762285
FOODS_1_028_WI_1_evaluation,3169,1.6326635754765584,3.1177153551485857,27,1.9095883573188404
FOODS_1_028_WI_2_evaluation,1709,0.880473982483256,2.0299649537292836,29,2.305536556576091
FOODS_1_028_WI_3_evaluation,1498,0.7717671303451829,1.6773034382884597,27,2.1733284203724303
FOODS_1_029_CA_1_evaluation,426,0.21947449768160743,0.548899491291455,5,2.5009716258138828
FOODS_1_029_CA_2_evaluation,423,0.21792890262751158,0.582748586038771,10,2.67403074586585
FOODS_1_029_CA_3_evaluation,659,0.33951571354971666,0.8005343398401253,11,2.3578712498174252
FOODS_1_029_CA_4_evaluation,49,0.025244719216898505,0.20529461951859468,5,8.132180744603923
FOODS_1_029_TX_1_evaluation,378,0.1947449768160742,0.6471134951855827,14,3.3228764395640633
FOODS_1_029_TX_2_evaluation,426,0.21947449768160743,0.8729922071863303,21,3.9776475918982794
FOODS_1_029_TX_3_evaluation,394,0.2029881504379186,0.6015541164468536,8,2.9634937564044237
FOODS_1_029_WI_1_evaluation,617,0.31787738279237504,1.0583174875928774,26,3.329326164372407
FOODS_1_029_WI_2_evaluation,943,0.48583204533745494,1.0694589588012213,24,2.2012935726756844
FOODS_1_029_WI_3_evaluation,376,0.19371458011334364,0.5310771576329333,4,2.741544582355116
